CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;194d7ebf2b0a4cb8968773e0b1c99a27;SSP5-Base-2050;MEA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
3932: Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];;2394:Manufacture of cement, lime and plaster;67d0eaaad5b6dede8501161ca30e4acd;SSP5-Base-2050;IN;cement;market for cement, Pozzolana Portland;cement, Pozzolana Portland;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;aa4d8a66ee575962f7f73d4aab891e66;SSP5-Base-2050;IAI Area, EU27 & EFTA;aluminium;market for aluminium oxide, metallurgical;aluminium oxide, metallurgical;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1e937e704a09476980547a8e1d536bf2;SSP5-Base-2050;CAZ;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
53269: Other constructions for manufacturing;lignite/production;4290:Construction of other civil engineering projects;0557a7d27edb93078a6241b43847cc85;SSP5-Base-2050;GLO;coal(brown);market for lignite dust factory;lignite dust factory;unit
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;55876088ce7c49e7f54a56ec1255ee78;SSP5-Base-2050;RNA;coal(black);market for hard coal;hard coal;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";784f73d972061c425989938ae16aaa52;SSP5-Base-2050;GLO;aluminium;market for aluminium removed by milling, average;aluminium removed by milling, average;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c08dae3d2aa44608bf6748e794a512cd;SSP5-Base-2050;CHA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;aa169d28adeec792ac2f0f3aac450b75;SSP5-Base-2050;FR;magnesium;market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;kilogram
13000: Uranium and thorium ores and concentrates;nuclear power/production;0721:Mining of uranium and thorium ores;a845aee228e8267b9b7b6c6fdcd9d13a;SSP5-Base-2050;GLO;uranium;market for uranium, in yellowcake;uranium, in yellowcake;kilogram
41431: Unwrought aluminium;;2420:Manufacture of basic precious and other non-ferrous metals;d7a05628bc657cd1b3f78a57b3ca61c4;SSP5-Base-2050;GLO;aluminium;market for aluminium, primary, cast alloy slab from continuous casting;aluminium, primary, cast alloy slab from continuous casting;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";db4e48bc6cff689756194e97ab4c84bc;SSP5-Base-2050;GLO;aluminium;market for aluminium removed by turning, average, computer numerical controlled;aluminium removed by turning, average, computer numerical controlled;kilogram
16190: Other chemical minerals;chemicals/inorganics;0891:Mining of chemical and fertilizer minerals;068b36f8228f2274f30e3f2a4021de4b;SSP5-Base-2050;GLO;fluorspar;market for fluorspar, 97% purity;fluorspar, 97% purity;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;6ae7f5bca5984830beb5f4c302eb6f17;SSP5-Base-2050;SSA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;c52fc2a091f9166dbee48011e246c3c4;SSP5-Base-2050;GLO;uranium;market for uranium, enriched 3.9%, in fuel element for light water reactor;uranium, enriched 3.9%, in fuel element for light water reactor;kilogram
88731: Metal treatment and coating services;metals/processing;"2592:Treatment and coating of metals; machining";db9e5e06dd00495440b2c5eea65b1deb;SSP5-Base-2050;GLO;tin;market for tin plating, pieces;tin plating, pieces;square meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;347271a5f8be465d897c5f0a4b699aa3;SSP5-Base-2050;World;cement;market for cement, type general use;cement, type general use;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";9e763090c5bd2d9dc4c8714f6135d0c2;SSP5-Base-2050;NG;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;c6c585a0084b646f19600510cde8dae8;SSP5-Base-2050;CH;cement;market for cement mortar;cement mortar;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);chemicals/inorganics;0729:Mining of other non-ferrous metal ores;6cb80e4a9eecd6fb5ccab5e2016e155f;SSP5-Base-2050;GLO;magnesium;market for magnesium sulfate;magnesium sulfate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;43c458511bc64e0093b0de29a5e4f4ef;SSP5-Base-2050;CAZ;cement;market for cement, CP III;cement, CP III;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2ff2067857684cb383ab95624d1b143d;SSP5-Base-2050;MEA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;15a801ea699a44b787a838e14debb1aa;SSP5-Base-2050;JPN;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;93308d88a464424083a760327e651030;SSP5-Base-2050;CHA;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
37540: Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;construction materials/concrete;2395:Manufacture of articles of concrete, cement and plaster;02be5225269656c23401a6c824af1cfb;SSP5-Base-2050;GLO;cement;market for cement cast plaster floor;cement cast plaster floor;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;146f99563cc78369845751a9b5591099;SSP5-Base-2050;GLO;beryllium;market for beryllium hydroxide;beryllium hydroxide;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;72cdde1ecab54ba3b6da165f76c02877;SSP5-Base-2050;CAZ;cement;market for cement, CP II-F;cement, CP II-F;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1071842ac63840b7bc0133e2c0fe9009;SSP5-Base-2050;CAZ;cement;market for cement, unspecified;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ed361f8e7dd248eaadd36fcebfdd4b22;SSP5-Base-2050;REF;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;9d242c7d22e74c919fe2704bd7f6e1f6;SSP5-Base-2050;SSA;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fa1b2806142b952f77d3e53b96f23cce;SSP5-Base-2050;BR;cement;market for cement, CP II-Z;cement, CP II-Z;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;48732d2781e64c59ad374102eb986514;SSP5-Base-2050;JPN;cement;market for cement, CP III;cement, CP III;kilogram
53269: Other constructions for manufacturing;nuclear power/production;4290:Construction of other civil engineering projects;58fe1dd6dac13df8201aa6778a55ec1e;SSP5-Base-2050;GLO;uranium;market for uranium conversion facility;uranium conversion facility;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1018b17fe1c7490790eba536dacfbb57;SSP5-Base-2050;CAZ;cement;market for cement, Portland;cement, Portland;kilogram
39364: Waste and scrap of lead;waste management/residual material landfill;3822:Treatment and disposal of hazardous waste;467e2807c618b1740f07d06dd20282dc;SSP5-Base-2050;GLO;lead;market for lead smelter slag;lead smelter slag;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a9c70e8caf66415dbbd82edb28f7dfcb;SSP5-Base-2050;JPN;cement;market for cement, CP II-E;cement, CP II-E;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;3b256dc50b9b4d72bd884baf3b654c03;SSP5-Base-2050;EUR;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";18903293c7de4df59383a524faee2532;SSP5-Base-2050;LAM;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;53118f96f853b955ff48e4199823c145;SSP5-Base-2050;ZA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
39364: Waste and scrap of lead;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;7ba3db3ab4d071cfd4ba6a9e83c0741e;SSP5-Base-2050;RoW;lead;market for lead in car shredder residue;lead in car shredder residue;kilogram
34629: Other phosphatic fertilizers, n.e.c.;;0891:Mining of chemical and fertilizer minerals;18834ad8984de59cb73fd125b10c9bc0;SSP5-Base-2050;MA;phosphate rock;market for phosphate rock, beneficiated;phosphate rock, beneficiated;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;c97808caa8764ff2a8a544e9c4f9a144;SSP5-Base-2050;USA;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;e66643df85bd4e5955bbcaef947b4881;SSP5-Base-2050;AU;coal(black);market for hard coal;hard coal;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d3cc4288b0f64493a8939bc76d0aeff8;SSP5-Base-2050;EUR;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";f733b342730e44d39db2759cbd45140b;SSP5-Base-2050;SSA;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;1e0c92ec6f6b2ce9c2e18d118fd8e3c6;SSP5-Base-2050;RoW;magnesium;market for magnesium, for reuse in zirconium sponge production;magnesium, for reuse in zirconium sponge production;kilogram
34290: Compounds of rare earth metals, of yttrium or of scandium;;0729:Mining of other non-ferrous metal ores;6ca84afd2a960b89a878add572e23ed8;SSP5-Base-2050;GLO;gadolinium;market for gadolinium oxide;gadolinium oxide;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;d46d3bd69a214a3daa3f088cbb120a2f;SSP5-Base-2050;REF;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;b6a1a318bf984cffa16aa2fad1b8c995;SSP5-Base-2050;JPN;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
41431: Unwrought aluminium;;2420:Manufacture of basic precious and other non-ferrous metals;1e1be921bc2277cab46773ca5ef3d347;SSP5-Base-2050;GLO;aluminium;market for aluminium alloy, metal matrix composite;aluminium alloy, metal matrix composite;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;f447f97899c64e2891c57fe62fefef7d;SSP5-Base-2050;REF;cement;market for cement, unspecified;cement, unspecified;kilogram
39365: Waste and scrap of zinc;;3830:Materials recovery;359624498cfc9c99f7942faf355ce943;SSP5-Base-2050;GLO;zinc;market for zinc scrap, post-consumer;zinc scrap, post-consumer;kilogram
39361: Waste and scrap of copper;;3821:Treatment and disposal of non-hazardous waste;4a8d0a80fc332ab236715697202dd052;SSP5-Base-2050;CH;copper;market for copper in car shredder residue;copper in car shredder residue;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";cf3975674b45c9201c02c07569eb6d0a;SSP5-Base-2050;AE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"33500: Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, […]";;1920:Manufacture of refined petroleum products;74858ab1bcc3a3db1a4dbaa7f1ae5ceb;SSP5-Base-2050;GLO;petroleum;market for petroleum slack wax;petroleum slack wax;kilogram
11010: Hard coal;hard coal/production;0510:Mining of hard coal;5337f762d920a7c46d66d974002f935b;SSP5-Base-2050;IN;coal(black);market for hard coal, run-of-mine;hard coal, run-of-mine;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;57fe1cebd6be2d1b02727ed2e1997e57;SSP5-Base-2050;RoW;cement;market for cement, CEM V/A;cement, CEM V/A;kilogram
34800: Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural g[…];chemicals/inorganics;2013:Manufacture of plastics and synthetic rubber in primary forms;cb548144c56921cd851d7c490fd4187f;SSP5-Base-2050;RoW;silicon;market for silicone product;silicone product;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";663332d9792c464a9fea1d732727cd79;SSP5-Base-2050;MEA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;8a4083433d869c12677962c263c7dc26;SSP5-Base-2050;Europe without Switzerland;cement;market for cement, unspecified;cement, unspecified;kilogram
41320: Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;e06eed9912af66347d920075212adc8c;SSP5-Base-2050;GLO;gold;market for gold-silver, ingot;gold-silver, ingot;kilogram
15310: Natural sands;construction materials/additives;0810:Quarrying of stone, sand and clay;72f0fb1669cc82aed89e97ac2d612d0b;SSP5-Base-2050;RoW;sand;market for sand;sand;kilogram
3429: Compounds of rare earth metals, of yttrium or of scandium;chemicals/inorganics;0729:Mining of other non-ferrous metal ores;61327023f95070243f6f2fc9d8f01a2b;SSP5-Base-2050;GLO;cerium;market for cerium oxide;cerium oxide;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;fc220c73a8fd0b18427b8906c0583178;SSP5-Base-2050;GLO;hafnium;market for hafnium sponge;hafnium sponge;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";78613839b0b94654892b2ebb9d2b28b8;SSP5-Base-2050;CAZ;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
41443: Tin, unwrought;metals/extraction;2432:Casting of non-ferrous metals;ddff069daa805b575e737187192b3402;SSP5-Base-2050;GLO;tin;market for tin;tin;kilogram
39366: Waste and scrap of tin;;3830:Materials recovery;f7a08c5e513009fcfc24731afb5b6cfd;SSP5-Base-2050;Europe without Switzerland;tin;market for tinplate, in mixed metal scrap;tinplate, in mixed metal scrap;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;ea1a6d0979ed5696807fe4de715b04d1;SSP5-Base-2050;GLO;uranium;market for uranium, enriched 4.2%, per separative work unit;uranium, enriched 4.2%, per separative work unit;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;46646cdff4e944e2adca7a752656b2e4;SSP5-Base-2050;IND;cement;market for cement, CP III;cement, CP III;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;4b45cca1ba88418384521e5429776059;SSP5-Base-2050;EUR;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";83340827e5d56303fce37c70c44d3e38;SSP5-Base-2050;NL;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;4ed1eab80cbb6feafc97b38663e17d55;SSP5-Base-2050;GLO;aluminium;market for aluminium electrolysis facility;aluminium electrolysis facility;unit
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";415fe17538544d40866ec1f2e0c05a4b;SSP5-Base-2050;CHA;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7376baa1d48846bab866a786d6dced62;SSP5-Base-2050;JPN;cement;market for cement, Portland;cement, Portland;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;675f8c9d9869b311aace6ca0a51d4f38;SSP5-Base-2050;Europe without Switzerland;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
11010: Hard coal;hard coal/production;0510:Mining of hard coal;d9ed6c3ba3395e0b256feb6ff05a9b23;SSP5-Base-2050;RoW;coal(black);market for hard coal;hard coal;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";ab6a81dd5e1ed8e4c69d8a1f27b9099d;SSP5-Base-2050;CA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;a95e73c5622370cce548444988aa3b8c;SSP5-Base-2050;US;magnesium;market for magnesium, for reuse in zirconium sponge production;magnesium, for reuse in zirconium sponge production;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";f1d5de00687347350cca9ae465fedb15;SSP5-Base-2050;FR;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;8f0ea08f03d641069a0981aec87b84bd;SSP5-Base-2050;CHA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";5e026a91d2aa6eccd3f0a0241bc59263;SSP5-Base-2050;ES;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";70a53eeff24f30252a6b03a19a0ff898;SSP5-Base-2050;GLO;aluminium;market for aluminium removed by milling, small parts;aluminium removed by milling, small parts;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";41e0c9c420386fd5a7b13bb3bb1ebdab;SSP5-Base-2050;IE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7140ac637b1b4895bf662649e6ca05a4;SSP5-Base-2050;NEU;cement;market for cement, CP II-F;cement, CP II-F;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";4e2be66714e03521b81d7d93cff67d9d;SSP5-Base-2050;MY;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;456d41a581704360ac106370781cfde4;SSP5-Base-2050;IND;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";6058937a9068fbcffaf6ad7f5a15e9bc;SSP5-Base-2050;RoE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
39367: Waste and scrap of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;fee3dbb3677ca6f7d54a606dfdf44263;SSP5-Base-2050;GLO;cadmium;market for cadmium sludge from zinc electrolysis stockpiling;cadmium sludge from zinc electrolysis stockpiling;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;9bfdc5216ab747d2bc9de952b7381eea;SSP5-Base-2050;World;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;06ef0139d0d5473c955f1847bf703b3a;SSP5-Base-2050;SSA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
"41603: Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;7457a65c3bcddd58ce6013baabb78d0b;SSP5-Base-2050;GLO;antimony;market for antimony;antimony;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;070bf7de73f37c62735c67e93b246a47;SSP5-Base-2050;GLO;cobalt;market for cobalt oxide;cobalt oxide;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;85bf8ff9739c59f7dc8cccde0d0e2486;SSP5-Base-2050;IAI Area, EU27 & EFTA;aluminium;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;407c82a63af749e09e55e31c63303924;SSP5-Base-2050;REF;cement;market for cement, CP III;cement, CP III;kilogram
342: Basic inorganic chemicals n.e.c.;metals/refinement;2011:Manufacture of basic chemicals;e44d6f6a676cdfff45f5b9eece638152;SSP5-Base-2050;GLO;silicon;market for silicon, electronics grade;silicon, electronics grade;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fc620a14a882478ab27d0a7b484732f8;SSP5-Base-2050;USA;cement;market for cement, CP II-E;cement, CP II-E;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;f2828c74472a65557f25bd054c02fc01;SSP5-Base-2050;GLO;zinc;market for zinc sulfide;zinc sulfide;kilogram
