;activity type;database;location;name;reference product;unit;code;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources
46f7d7ebef78dcb79cf0f7027562770d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for lorry with refrigeration machine, carbon dioxide, liquid as refrigerant, 16 metric ton;lorry with refrigeration machine, carbon dioxide, liquid as refrigerant, 16 metric ton;unit;46f7d7ebef78dcb79cf0f7027562770d;20543.91666700601;191.05530339360394;178.63182407894308;0.0006617402885856193;0.00015483196939584734;0.1370668342785352;3094.016469494497
131e17193b15c53b105914f9ec208aff;market activity;ecoinvent-3.9.1-cutoff;GLO;market for nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX;nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX;kilogram;131e17193b15c53b105914f9ec208aff;661.0667084099168;3.848908546245317;1.9988466345411424;0.06105283973296456;9.329275585016347e-06;0.016569800969247473;202.1806200917633
843d0949e9fdb184861a788655f8ca0e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for coal tar;coal tar;kilogram;843d0949e9fdb184861a788655f8ca0e;0.12817095948576784;0.00042257057668335503;0.0003528866574062827;5.598079956364886e-09;5.074115770597147e-09;3.974106838730328e-06;0.07526160762541577
bbda482e96e321e6b08f53801f89ab5a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for gold, unrefined;gold, unrefined;kilogram;bbda482e96e321e6b08f53801f89ab5a;10080.849337073123;47.317016468226186;35.642730384920526;0.004052882260430888;0.000463184216102187;0.42655286163708783;4166.412450781634
28bc391f8a663b172cb48c3974710365;market activity;ecoinvent-3.9.1-cutoff;GLO;market for heat and power co-generation unit, 200kW electrical, common components for heat+electricity;heat and power co-generation unit, 200kW electrical, common components for heat+electricity;unit;28bc391f8a663b172cb48c3974710365;48028.35457980443;202.86574015260612;57.19206644761151;0.0031236225068160045;0.0004033308613247452;0.2641702203742044;5349.247215617321
45bd3cb10ceb736d2108e63e0e464960;market activity;ecoinvent-3.9.1-cutoff;GLO;market for benzaldehyde-2-sulfonic acid;benzaldehyde-2-sulfonic acid;kilogram;45bd3cb10ceb736d2108e63e0e464960;4.347372328789184;0.026204649800040378;0.011881785409715599;5.359067553608897e-07;5.7110356372889646e-08;3.1853116193972834e-05;1.132591388929109
e56e73e2509e29d118cff4d782cc563a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for powertrain, for electric passenger car;powertrain, for electric passenger car;kilogram;e56e73e2509e29d118cff4d782cc563a;6.280483695976913;0.10026102945858154;0.19556959944894586;2.634565686042163e-06;1.313757532530654e-07;0.00011379774892599576;11.029691387956479
6ee892b821472122968b70a2070a22fc;market activity;ecoinvent-3.9.1-cutoff;RoW;market for quicklime, in pieces, loose;quicklime, in pieces, loose;kilogram;6ee892b821472122968b70a2070a22fc;0.04159641390138158;6.068679388174709e-05;0.00045952169998398067;2.785286087818239e-09;3.693702033501426e-09;1.3586366173500262e-06;0.04803470418141832
a280ff53735f94cb6f820bd91197fa4a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for thulium oxide;thulium oxide;kilogram;a280ff53735f94cb6f820bd91197fa4a;755.1852300143669;79.94479246405587;84.8728744673613;0.007369610234671381;1.1058905648976162e-05;0.004772997785976245;294.7476871383506
74a929b0135bb6e0c869c86f6eb5d379;market activity;ecoinvent-3.9.1-cutoff;GLO;market for frit, for ceramic tile;frit, for ceramic tile;kilogram;74a929b0135bb6e0c869c86f6eb5d379;1.2512664417062997;0.013580810053672714;0.0030249086729109446;4.928316097405181e-08;9.62849362554733e-09;6.082251314940405e-06;0.24464193022869812
6af7fc101112f29fb43953d562902932;market activity;ecoinvent-3.9.1-cutoff;GLO;market for steel, chromium steel 18/8;steel, chromium steel 18/8;kilogram;6af7fc101112f29fb43953d562902932;3.48374281642429;0.01581535808232156;0.003438766732686035;1.44786273488779e-07;2.5710604628538318e-08;4.617421277096448e-05;0.3719466680698331
ba52b3e52af40933affa2965307092b1;market activity;ecoinvent-3.9.1-cutoff;GLO;market for benzene;benzene;kilogram;ba52b3e52af40933affa2965307092b1;0.10840371426613032;0.0001357373279190574;0.008154616080046822;1.591291762320798e-09;7.849404114515596e-09;3.862258633506994e-06;0.5606421349325279
3f563a187a8cb5c34032e5a9c149aebf;market activity;ecoinvent-3.9.1-cutoff;GLO;market for acetanilide;acetanilide;kilogram;3f563a187a8cb5c34032e5a9c149aebf;2.0322497681466336;0.002888713154625735;0.009302886451806809;1.293841619332182e-07;2.277986380410114e-08;1.2621416892919886e-05;0.7234580447726484
4656577c28e886c5cf15a95f0022517b;market activity;ecoinvent-3.9.1-cutoff;GLO;market for hexamethyldisilazane;hexamethyldisilazane;kilogram;4656577c28e886c5cf15a95f0022517b;2.308150835680116;0.00575550682260955;0.20525354958011457;1.731846877701779e-07;2.782861297572558e-08;1.4170103142554676e-05;0.6133930929578312
cdba9355b139008f847da34ce617c324;market activity;ecoinvent-3.9.1-cutoff;RoW;market for calcium carbide, technical grade;calcium carbide, technical grade;kilogram;cdba9355b139008f847da34ce617c324;0.7924543709315264;0.001365473727490758;0.001780866377062281;1.164453642062214e-07;1.737645121260249e-08;1.018329952237744e-05;0.20196926450883923
20d3342cb434fbdc7be4f54ee6148dc5;market activity;ecoinvent-3.9.1-cutoff;GLO;market for nickel concentrate, 16% Ni;nickel concentrate, 16% Ni;kilogram;20d3342cb434fbdc7be4f54ee6148dc5;1.3625726198984882;0.008034192675183323;0.002626687528818015;2.4084113856082534e-08;5.835226870617613e-09;5.597737458098335e-06;0.2251760786610229
ce9c73d41fe6b1646b49bb5e24dae619;market activity;ecoinvent-3.9.1-cutoff;RoW;market for cement, CEM II/A;cement, CEM II/A;kilogram;ce9c73d41fe6b1646b49bb5e24dae619;0.14030750713184087;0.00013846298307255617;0.0003037257723320604;3.3282703007201164e-09;3.099803607508482e-09;1.2994220938700375e-06;0.02557517184057171
77318fef8020d835fd3052d242959c7d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for diphenylether-compound;diphenylether-compound;kilogram;77318fef8020d835fd3052d242959c7d;5.2141961041188;0.027948327595051583;0.015074854380869005;3.9513146282722236e-07;9.761082995228202e-08;5.094622806984195e-05;1.8744249698053015
332b08ae55f82bc8af3367ada48e4b8d;market activity;ecoinvent-3.9.1-cutoff;RoW;market for argon, liquid;argon, liquid;kilogram;332b08ae55f82bc8af3367ada48e4b8d;0.33511986573313945;0.0008922894511009486;0.0009781035543012465;1.773954922451315e-07;1.077473296163702e-08;6.364340915008171e-06;0.11652544728467132
20dfcb3fcac7e2fe995c18193c35ff9f;market activity;ecoinvent-3.9.1-cutoff;GLO;market for polystyrene, expandable;polystyrene, expandable;kilogram;20dfcb3fcac7e2fe995c18193c35ff9f;0.5295408484012032;0.00010575809755123684;0.0480862340599332;9.820048755322399e-10;1.3767186338787164e-08;5.95200811053945e-06;0.7682062491548566
e50d5fc203a587700969ad0c2e059121;market activity;ecoinvent-3.9.1-cutoff;RoW;market for ammonia, anhydrous, liquid;ammonia, anhydrous, liquid;kilogram;e50d5fc203a587700969ad0c2e059121;0.4748170093880643;0.0011630332710712591;0.0020055071907623804;9.535335243897195e-09;1.2367338737602226e-08;5.3616239979795235e-06;0.23415479405915055
3fc618807f3e304db5bd7fcdda56e812;market activity;ecoinvent-3.9.1-cutoff;GLO;market for iron(III) chloride, without water, in 40% solution state;iron (III) chloride, without water, in 40% solution state;kilogram;3fc618807f3e304db5bd7fcdda56e812;1.1227023506455178;0.005220154434199104;0.0008783722234428735;3.912177047310108e-08;4.301689154306797e-09;2.8700945786726474e-06;0.06424309976920103
2c4cb0dd151eb24f9cdbf4d04cc32939;market activity;ecoinvent-3.9.1-cutoff;GLO;market for polyvinylfluoride, dispersion;polyvinylfluoride, dispersion;kilogram;2c4cb0dd151eb24f9cdbf4d04cc32939;4.097895306185887;0.008506495834703453;0.013920888671369976;8.867400058778919e-07;7.385902459103788e-08;3.9487411454780894e-05;4.542555956943713
26cb1c48f2bfda87985b892c6c96ad23;market activity;ecoinvent-3.9.1-cutoff;RoW;market for anhydrite;anhydrite;kilogram;26cb1c48f2bfda87985b892c6c96ad23;0.08574726668040358;4.2188331441103096e-05;0.00010880696227831327;1.5878902774003256e-09;3.1318344526983385e-10;2.0211639826330561e-07;0.0066344474828232865
736960c766177fde5c5c680235fefb49;market activity;ecoinvent-3.9.1-cutoff;RoW;market for maize silage;maize silage;kilogram;736960c766177fde5c5c680235fefb49;0.1286878992399721;6.876512489927384e-05;0.0002109675429051006;7.014327358354537e-10;3.1672002965090084e-09;5.263850916260736e-07;0.009159123904978852
94a5c543e7175166ce36e3daefea8e72;market activity;ecoinvent-3.9.1-cutoff;GLO;market for lithium sulfate;lithium sulfate;kilogram;94a5c543e7175166ce36e3daefea8e72;17.18662910196805;0.056960787538766;0.005890047116667567;8.419422000266572e-08;2.2593236570791566e-08;1.3388565121774613e-05;2.588999029098753
15414a588fab4d021e0c1f1d74ba5e36;market activity;ecoinvent-3.9.1-cutoff;GLO;market for packaging glass, white;packaging glass, white;kilogram;15414a588fab4d021e0c1f1d74ba5e36;0.9123755232934825;0.00583542237072018;0.001296350443857041;2.165971489365429e-08;5.9145341513676694e-09;2.8457771339345703e-06;0.11614103041099791
b06f3767f8adb40e883a49c75633b82e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for avocado;avocado;kilogram;b06f3767f8adb40e883a49c75633b82e;0.6871771322322884;0.0005410774374975847;0.0014651362796231995;8.826913040015986e-09;1.0617784416006762e-08;2.8823744791641054e-06;0.046686822897560376
3f7c004a194983c1e7d4dfcc9ac7971f;market activity;ecoinvent-3.9.1-cutoff;GLO;market for terbium-dysprosium oxide;terbium-dysprosium oxide;kilogram;3f7c004a194983c1e7d4dfcc9ac7971f;1.0334639509031411;0.03314322448603113;0.25471784441249834;1.200224113828926e-05;9.793819109619472e-09;8.893365834351867e-06;106.50490950787002
b2223208f0b5785909ff8e3bb25bb84d;market activity;ecoinvent-3.9.1-cutoff;RoW;market for sawnwood, beam, softwood, raw, dried (u=20%);sawnwood, beam, softwood, raw, dried (u=20%);cubic meter;b2223208f0b5785909ff8e3bb25bb84d;92.54036287910692;0.09617295039742585;0.32982422850064563;9.60558725441589e-07;8.853490602268196e-06;0.00015737616132463378;6.8865846937239255
4b3e1091adf4efbd949d6a99e1d85b6e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for ventilation control and wiring, decentralized unit;ventilation control and wiring, decentralized unit;unit;4b3e1091adf4efbd949d6a99e1d85b6e;29.465795059659797;0.36820437203187095;0.30687309007449515;1.3984393403293844e-06;3.002553764420745e-07;0.0002714194686965809;2.5359276954598515
8e1d2ea4347c2bfc3d4361bbe8590b3b;market activity;ecoinvent-3.9.1-cutoff;GLO;market for aircraft, passenger, medium haul;aircraft, passenger, medium haul;unit;8e1d2ea4347c2bfc3d4361bbe8590b3b;729827.4096164523;3466.192526362665;38655.48087039824;0.058943259734392045;0.01627959074415065;8.573433876454393;1162771.4493516341
460f39c08e600e8d42f573617d07c573;market activity;ecoinvent-3.9.1-cutoff;GLO;market for magnesium chloride, from titanium sponge production;magnesium chloride, from titanium sponge production;kilogram;460f39c08e600e8d42f573617d07c573;0.0;0.0;0.0;0.0;0.0;0.0;0.0
d652929c4508093574e9e957c8535459;market activity;ecoinvent-3.9.1-cutoff;RoW;market for cathode, NCA, for Li-ion battery;cathode, NCA, for Li-ion battery;kilogram;d652929c4508093574e9e957c8535459;118.14512372298739;0.868683682703246;2.105451463060177;2.796735978044955e-06;1.47834244820545e-07;0.00010235711557300757;5.885358933863979
501372eaeaf04ca581f92b441d15275a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for fuel cell, polymer electrolyte membrane, 2kW electrical, future;fuel cell, polymer electrolyte membrane, 2kW electrical, future;unit;501372eaeaf04ca581f92b441d15275a;1126.719941266708;7.099619800184229;4.905030715288625;8.203072254685264e-05;1.6560181248720636e-05;0.013185129891088783;194.30232875853613
4d75fac037347153abcc17a5f9666647;market activity;ecoinvent-3.9.1-cutoff;RoW;market for landed anchovy, fresh;landed anchovy, fresh;kilogram;4d75fac037347153abcc17a5f9666647;0.02137085457772924;0.00013185520851022618;0.0003331790794319228;2.8359255024547354e-10;8.018082321184372e-10;4.600230626776604e-07;0.012067735102876686
b429b7efad1f2d6f493e1fbefce87d38;market activity;ecoinvent-3.9.1-cutoff;RoW;market for corrugated board box;corrugated board box;kilogram;b429b7efad1f2d6f493e1fbefce87d38;1.235878428894369;0.0013755689654954722;0.0013495739980032518;3.306661351818747e-08;1.3898823806289029e-08;4.0254360770241565e-06;0.10643947144360301
fbf8dac170edad89e87383e7b3f0d091;market activity;ecoinvent-3.9.1-cutoff;GLO;market for furnace, wood chips, average storage area, 300kW;furnace, wood chips, average storage area, 300kW;unit;fbf8dac170edad89e87383e7b3f0d091;614404.2115235431;117.8964687432956;37.29596499928697;0.0003151071984193098;0.00013991303081889531;0.08305395220655054;2014.7732090619813
e987717e5aa26678fd989b2768e8ad12;market activity;ecoinvent-3.9.1-cutoff;GLO;market for packaging, for fertilisers or pesticides;packaging, for fertilisers or pesticides;kilogram;e987717e5aa26678fd989b2768e8ad12;0.4742544318896938;0.0027908955994628273;0.0007904108982232761;6.479898868205465e-09;1.2512963755044217e-09;6.388055874887462e-07;0.046116331111075465
fbe6052b8ad01988e9536502ad6f3da8;market activity;ecoinvent-3.9.1-cutoff;GLO;market for marine engine;marine engine;unit;fbe6052b8ad01988e9536502ad6f3da8;4116.680406006835;57.40552511866382;104.46617007985775;0.00016192628231013003;2.386239285050181e-05;0.03665524841948846;448.86835683113526
1e0c92ec6f6b2ce9c2e18d118fd8e3c6;market activity;ecoinvent-3.9.1-cutoff;RoW;market for magnesium, for reuse in zirconium sponge production;magnesium, for reuse in zirconium sponge production;kilogram;1e0c92ec6f6b2ce9c2e18d118fd8e3c6;5.248933338040995;0.003466892854930668;0.003963869093789711;4.5488587651521974e-07;4.5613690482901895e-08;2.6791922177282143e-05;0.46156172906225107
a0eb06865e4230e9018112f6db1f0140;market activity;ecoinvent-3.9.1-cutoff;RoW;market for oriented strand board;oriented strand board;cubic meter;a0eb06865e4230e9018112f6db1f0140;251.33521030260113;0.3975049776269929;0.6872505727562096;7.305824902422529e-06;1.138904361978064e-05;0.0014503148050080236;40.411850028151285
0e3600cdd62c7976730357f29b48742e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for molasses, from sugar beet;molasses, from sugar beet;kilogram;0e3600cdd62c7976730357f29b48742e;0.032903643790457515;0.0028379567601512445;8.336490021095009e-05;1.2318095026385982e-09;1.1100641506746376e-09;2.3954210760964165e-07;0.00393349977376005
fdb1628c86b3f9b4fbee642fd4e6ceeb;market activity;ecoinvent-3.9.1-cutoff;RoW;market for formaldehyde;formaldehyde;kilogram;fdb1628c86b3f9b4fbee642fd4e6ceeb;0.5211383376290404;0.0010203809322390845;0.002507940512550895;1.522030860364651e-08;4.597705697963796e-09;2.2098318004628677e-06;0.29501335235494514
5bab56a32812b0a290372823ca55d69d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for bitumen seal, polymer EP4 flame retardant;bitumen seal, polymer EP4 flame retardant;kilogram;5bab56a32812b0a290372823ca55d69d;0.5852751776528049;0.0038485550065402423;0.004131898194721852;4.275335827053467e-08;5.051649452949875e-09;2.680004887005973e-06;0.3739833543407762
27f701452be69ef529a87361bcf2e5a6;market activity;ecoinvent-3.9.1-cutoff;GLO;market for funnel glass, for cathode ray tube display;funnel glass, for cathode ray tube display;kilogram;27f701452be69ef529a87361bcf2e5a6;0.8818855174874087;0.0032804989487406518;0.0018933487259816483;2.1597290023125308e-08;5.704765286004094e-09;4.040410456153638e-06;0.11517441615090326
866f6e43f3a6259df09ed114ad8895ea;market activity;ecoinvent-3.9.1-cutoff;GLO;market for heat and power co-generation unit, 500kW electrical, common components for heat+electricity;heat and power co-generation unit, 500kW electrical, common components for heat+electricity;unit;866f6e43f3a6259df09ed114ad8895ea;84058.47963990232;366.6302304327168;101.14740795586695;0.00455762153145425;0.0007584909821229224;0.5070511933418707;9714.824730953813
b5931cc2f3f41e207813fb5d58e198f8;market activity;ecoinvent-3.9.1-cutoff;RoW;market for palm fruit bunch;palm fruit bunch;kilogram;b5931cc2f3f41e207813fb5d58e198f8;0.09470134276649539;7.620062680272508e-05;0.00014691253363948833;8.10729252863381e-10;4.394692007240184e-09;5.598340594595506e-07;0.004417963432539656
19e58c26dde4891b916c0534b3b14f4a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for metazachlor;metazachlor;kilogram;19e58c26dde4891b916c0534b3b14f4a;5.256421777570457;0.030174737244165105;0.012791529399752456;4.543835199467993e-07;5.171222409026643e-08;2.944024409886409e-05;1.0862403721283787
93126600401aae69a9a67a39be326607;market activity;ecoinvent-3.9.1-cutoff;RoW;market for compressed air, 600 kPa gauge;compressed air, 600 kPa gauge;cubic meter;93126600401aae69a9a67a39be326607;0.021314299676912642;5.9969203156559976e-05;6.588488831136204e-05;5.265155164338417e-09;5.293088400599425e-10;3.2818249343725186e-07;0.005537954112307002
a37c5cb5a0b59c20939157f6314e66b4;market activity;ecoinvent-3.9.1-cutoff;RoW;market for dimethylamine;dimethylamine;kilogram;a37c5cb5a0b59c20939157f6314e66b4;0.8377523551079471;0.0019374946670480632;0.0044232338312747005;3.201377383396694e-08;1.2863328836184863e-08;5.992678276083413e-06;0.5325645222752823
48c366d0b580d8cd8ae7ae2d54fc27c7;market activity;ecoinvent-3.9.1-cutoff;RoW;market for soybean meal;soybean meal;kilogram;48c366d0b580d8cd8ae7ae2d54fc27c7;0.4222077218712903;0.00030913884934808485;0.0006701786502778012;5.020428907644827e-09;3.431699324594865e-08;3.63155156128242e-06;0.03355243639169567
e7766f05167c704ee07f213918b99a59;market activity;ecoinvent-3.9.1-cutoff;GLO;market for fibre cement corrugated slab;fibre cement corrugated slab;kilogram;e7766f05167c704ee07f213918b99a59;0.5957651109307941;0.004233119733906865;0.0019607221360664452;1.955772544023364e-08;4.532078911629024e-09;2.034021718861555e-06;0.045203718687096134
53dc8ecd9f80d1af96be8304d8264bda;market activity;ecoinvent-3.9.1-cutoff;GLO;market for polyvinylchloride, suspension polymerised;polyvinylchloride, suspension polymerised;kilogram;53dc8ecd9f80d1af96be8304d8264bda;1.3971861356668995;0.20346408107827596;0.037494191389443376;7.6767490718273e-08;1.0564776455665537e-08;5.611462650503109e-06;0.43655168438391384
36feee202b70ec0ca2d8e4208dd82e8c;market activity;ecoinvent-3.9.1-cutoff;GLO;market for 1,1-difluoroethane, HFC-152a;1,1-difluoroethane, HFC-152a;kilogram;36feee202b70ec0ca2d8e4208dd82e8c;1.984277467666106;0.003908758633283436;0.0060381292546728355;2.378453748577351e-07;2.941341316605294e-08;1.750936952053426e-05;3.13610610954807
db4e48bc6cff689756194e97ab4c84bc;market activity;ecoinvent-3.9.1-cutoff;GLO;market for aluminium removed by turning, average, computer numerical controlled;aluminium removed by turning, average, computer numerical controlled;kilogram;db4e48bc6cff689756194e97ab4c84bc;9.399278664645156;0.17921338811958124;0.45060015673070236;2.4985998662659425e-07;6.725540795797356e-08;4.402298425184247e-05;0.637547436629609
45f75757913743e095a46550e2b5c82c;market activity;ecoinvent-3.9.1-cutoff;RoW;market for glued solid timber;glued solid timber;cubic meter;45f75757913743e095a46550e2b5c82c;230.90112999774016;0.29258322595952657;0.9463503389619081;5.136737185729152e-06;1.9205941974579613e-05;0.0008104583352959195;19.606209086419053
2c27b8f0ec0b09c9831ebe8d75501621;market activity;ecoinvent-3.9.1-cutoff;GLO;market for dimethyl carbonate;dimethyl carbonate;kilogram;2c27b8f0ec0b09c9831ebe8d75501621;1.1614957357591622;0.001371330628907636;0.005030407963675932;6.469890413813227e-08;1.0104977436557126e-08;5.213195898229508e-06;0.4058832566393226
0bc279bb922c277c26f9d554943bb902;market activity;ecoinvent-3.9.1-cutoff;GLO;market for papaya;papaya;kilogram;0bc279bb922c277c26f9d554943bb902;0.8905176914518519;0.0002239623345530585;0.00042921739906845777;3.203256598440887e-09;2.422439164294464e-09;7.337344114501211e-07;0.022061538758489443
9ba7c065eece194826270534aedf7bd5;market activity;ecoinvent-3.9.1-cutoff;GLO;market for salt;salt;kilogram;9ba7c065eece194826270534aedf7bd5;0.10534296685339782;3.96847783690461e-05;0.00010779819129928488;3.693146831298497e-10;2.4245544697249094e-10;1.7503683444425995e-07;0.005549554808523177
ade0ce7c1f7fc711857862b076b0cf35;market activity;ecoinvent-3.9.1-cutoff;GLO;market for organic phosphorus fertiliser, as P2O5;organic phosphorus fertiliser, as P2O5;kilogram;ade0ce7c1f7fc711857862b076b0cf35;0.4719193640658803;0.0001603308464283926;0.0003409669318235706;7.037118755557523e-09;1.4269589195506184e-09;7.012452390182207e-07;0.02314256714496698
1b679dbfde5dc725b337204900d63932;market activity;ecoinvent-3.9.1-cutoff;GLO;market for asparagus seedling, for planting;asparagus seedling, for planting;unit;1b679dbfde5dc725b337204900d63932;0.012698781936180563;1.39298971320997e-05;2.216624305364714e-05;1.2567204484963922e-10;4.3568505576478205e-10;4.944568822292978e-08;0.0009851038753923014
d3c6cf164accab27da5e7696595dd1ae;market activity;ecoinvent-3.9.1-cutoff;GLO;market for butter, from cow milk;butter, from cow milk;kilogram;d3c6cf164accab27da5e7696595dd1ae;6.585647324855538;0.03332533477406975;0.0057363260718633555;9.202084108964768e-08;3.424599043532905e-07;1.721199199326657e-05;0.2902294116492594
daf842dc2084cada055e644571589f5c;market activity;ecoinvent-3.9.1-cutoff;GLO;market for sodium perchlorate;sodium perchlorate;kilogram;daf842dc2084cada055e644571589f5c;2.2947863138963935;0.009504408176719433;0.0032378452219458545;3.6583686807873247e-07;3.286192592231759e-08;2.2325810820266492e-05;0.3486229595200938
2754c06f1ae7a343428d4691eb813be1;market activity;ecoinvent-3.9.1-cutoff;RoW;market for lorry, 40 metric ton;lorry, 40 metric ton;unit;2754c06f1ae7a343428d4691eb813be1;26887.92858293437;318.60503537324655;313.1070294742966;0.000892220148441758;0.0002446163848516671;0.2919444188166328;5518.839050764693
4ccc5f6d91c28ea32355fdbd29bac2da;market activity;ecoinvent-3.9.1-cutoff;GLO;market for maize grain, organic;maize grain, organic;kilogram;4ccc5f6d91c28ea32355fdbd29bac2da;0.19382956551800518;0.00017776876033731906;0.0006114088290898319;3.145277450052905e-09;1.8660396403074948e-08;2.5082639642687783e-06;0.020735872274862385
80921e923f62c4d857b7372a56b87254;market activity;ecoinvent-3.9.1-cutoff;GLO;market for fish oil, from anchovy;fish oil, from anchovy;kilogram;80921e923f62c4d857b7372a56b87254;1.150943427369514;0.0030676585144447143;0.0033909675312029652;9.812558427356803e-09;8.224680563976456e-09;4.362707426789625e-06;0.14780323090533665
342baff30ae57e0573e84257026d5e2e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for polyvinylchloride, bulk polymerised;polyvinylchloride, bulk polymerised;kilogram;342baff30ae57e0573e84257026d5e2e;1.6664005827749726;0.20518525253148562;0.03783087766793294;7.920098985492521e-08;1.1322743734288073e-08;5.965258121174247e-06;0.45452284034024776
69fb079c1ab8998b9004b714b3ea9d9b;market activity;ecoinvent-3.9.1-cutoff;RoW;market for diammonium phosphate;diammonium phosphate;kilogram;69fb079c1ab8998b9004b714b3ea9d9b;1.719843594406999;0.001857658781880846;0.002333994030971675;2.4394908548376924e-08;1.2727009579678009e-08;6.970352012319554e-06;0.15159555531771032
0485796b0420660700ace938abf15d9a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for bus;bus;unit;0485796b0420660700ace938abf15d9a;21531.450012804795;233.04559615001625;124.05027518950115;0.0008410332084877336;0.00019542442451928805;0.18888723086854098;3753.555237162056
472e47686853eb37ba8545c20322fdca;market activity;ecoinvent-3.9.1-cutoff;GLO;market for building, hostel;building, hostel;unit;472e47686853eb37ba8545c20322fdca;6000014.33675234;2315.4615736718038;2992.6505012146;0.00795497026063295;0.0056295577673422725;1.6784993141069202;31613.408837606843
e765c82ad8c0efc04c9544742d8a06db;market activity;ecoinvent-3.9.1-cutoff;GLO;market for electric motor, electric passenger car;electric motor, electric passenger car;kilogram;e765c82ad8c0efc04c9544742d8a06db;4.174426333578003;0.0756788176809377;0.08052746589487403;3.2511673588396822e-06;7.22046542615854e-08;6.771878470590388e-05;15.58810556609244
3e94674bc41b5e4877d067971c70ab68;market activity;ecoinvent-3.9.1-cutoff;RoW;market for propylene;propylene;kilogram;3e94674bc41b5e4877d067971c70ab68;0.03512730832868101;5.182828034363592e-06;0.008384212687349488;4.770597577034949e-11;5.426701361301116e-09;2.2052130256500836e-06;0.6103926493438177
5099d24dacce1dac269899adf4665e28;market activity;ecoinvent-3.9.1-cutoff;GLO;market for cyclic N-compound;cyclic N-compound;kilogram;5099d24dacce1dac269899adf4665e28;7.315979684377572;0.031031450648429354;0.016362438130645297;4.997083304958961e-07;7.380503407628749e-08;3.7785114972866295e-05;1.9222893239172638
cff38930bb53b5d58a2244f27ef7655f;market activity;ecoinvent-3.9.1-cutoff;GLO;market for ascorbic acid;ascorbic acid;kilogram;cff38930bb53b5d58a2244f27ef7655f;2.262374734764431;0.004647104568527382;0.0036778141410780934;1.4555111953951376e-07;2.282758541487602e-08;1.0744762465086293e-05;0.2808575305247944
82bcd67307aa7d775b264e32dd185e3d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for whey;whey;kilogram;82bcd67307aa7d775b264e32dd185e3d;0.12534039563682636;0.000510897468214675;0.00012016875059468845;1.6095156398859767e-09;6.376930574006042e-09;3.181410710750526e-07;0.006581348148740452
835f309b284dc03fdd9dcd2166b2523a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for exhaust air roof hood, steel, DN 400;exhaust air roof hood, steel, DN 400;unit;835f309b284dc03fdd9dcd2166b2523a;81.26649873826736;0.4437193740562544;0.303773510068846;1.3409798691659067e-06;3.366719750560554e-07;0.0003047041875363336;6.787761964554743
18be3c05a471b6752fdf3a05b3246a31;market activity;ecoinvent-3.9.1-cutoff;RoW;market for sawnwood, board, hardwood, dried (u=20%), planed;sawnwood, board, hardwood, dried (u=20%), planed;cubic meter;18be3c05a471b6752fdf3a05b3246a31;196.17715930581747;0.23050329851826334;0.3484195565307547;2.6018525511438816e-06;8.282883079655795e-06;0.00042432837314976463;10.551782594617906
7fa98cbbd34271e6b4248401793d6709;market activity;ecoinvent-3.9.1-cutoff;RoW;market for sawnwood, board, hardwood, raw, dried (u=10%);sawnwood, board, hardwood, raw, dried (u=10%);cubic meter;7fa98cbbd34271e6b4248401793d6709;133.72590503232428;0.19608402979886425;0.3269732986387165;2.317166255436317e-06;8.226211007008203e-06;0.0004902657712205472;9.66942839420727
bc62c5330286e6df8bfbcf7d03502b2c;market activity;ecoinvent-3.9.1-cutoff;RoW;market for NMC811 oxide;NMC811 oxide;kilogram;bc62c5330286e6df8bfbcf7d03502b2c;105.28009711462522;0.7622567298911126;1.4359254753805302;2.489314088704815e-06;1.325762440402411e-07;9.262261912553728e-05;5.379385539046183
8384c93d32ba8af571a4458aa4d0ab0d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for spent activated carbon, granular;spent activated carbon, granular;kilogram;8384c93d32ba8af571a4458aa4d0ab0d;0.11183390659369591;3.259223129661328e-05;8.81929081594302e-05;3.0219762005599697e-10;2.004787223483832e-10;9.052638362161993e-08;0.005051843466642666
e12a4ef05c574fbfe5bbebc37120c754;market activity;ecoinvent-3.9.1-cutoff;GLO;market for printed wiring board, through-hole mounted, unspecified, Pb free;printed wiring board, through-hole mounted, unspecified, Pb free;kilogram;e12a4ef05c574fbfe5bbebc37120c754;23.978945431176637;0.5236580989990673;0.9537495607129631;3.926924193509275e-06;4.3104132576962077e-07;0.0003440266944917103;5.033798618133753
