;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
949c133a73702762169acad1fbbd6366;GLO;SSP5-Base-2030;949c133a73702762169acad1fbbd6366;market for composting facility, open;composting facility, open;unit;93667259.69142896;2432.468533209612;3825.3979328193927;0.012763670329835696;0.0007479214057933112;1.063546667302242e-07;0.003894202198307031;4.821048361607368e-05;1.1411564577594827e-05;0.0003633270424922366;0.00017528928900511443;7.20472331403353e-08;0.003994184966149484;0.0005548097238629838;5.819648014723006e-09;0.00013007492135039912;1.2903554332845764;1.8506478764264271;0.2987684948630576;0.00019664102978504596;0.000200780292882111;1.0525902415862243;0.0036695856442006047;0.021390097257186755;167181.25428060663;22483.241440066613;0.00978953609225981;4.517817591673094;189664.49585074818;;;
b82d80fed563accbbfa65c5952ee6f5d;RoW;SSP5-Base-2030;b82d80fed563accbbfa65c5952ee6f5d;market for cyanoacetic acid;cyanoacetic acid;kilogram;2.510329042506736;0.012741057970346765;0.010098338703964465;1.0054181596744413e-07;2.6768781875817143e-09;4.0382441114806196e-13;1.4790784439500965e-08;2.037126684680192e-10;3.40200741795404e-11;5.404239492934085e-10;9.52489173458832e-10;1.5665617160485944e-12;5.843085093950956e-10;1.1029601243816712e-09;6.011059856980781e-14;1.3435316640305982e-09;4.899929753158174e-06;9.461516039660736e-07;1.0534330849270902e-06;1.507966706148723e-09;9.583297616165677e-10;2.669639654234727e-06;7.162157800384032e-09;2.2093630857795066e-07;0.6112139471934768;0.05138676234341675;2.0887575473994795e-08;9.799708349090994e-06;0.6626007108804252;;;
4623053f3e0de0c418e23d853af8730b;GLO;SSP5-Base-2030;4623053f3e0de0c418e23d853af8730b;market for trout feed, 42% protein;trout feed, 42% protein;kilogram;0.615846235234057;0.00697058867243542;0.0012884751828678238;6.211533634692297e-09;9.749904394668296e-10;1.0529307393341611e-13;3.854345219148775e-09;3.1933821817355266e-11;5.446573022378844e-12;9.436863793789427e-11;7.131926213760248e-10;1.695600827585204e-12;9.538558883160555e-09;4.1275347262756263e-10;8.701540700474177e-14;1.9448808920711805e-09;1.2776889723358662e-06;1.2675972152151453e-07;1.1481575191124095e-07;9.583965467741957e-11;2.1015087972673027e-09;9.612888740392177e-07;2.8151861321884726e-09;3.198248440449204e-07;0.05601549201515586;0.002792467622458432;1.5626791215205642e-08;2.8051632484825703e-06;0.05880796158249518;;;
8ce0c39aabeef43248e450f6a9e9edc7;RoW;SSP5-Base-2030;8ce0c39aabeef43248e450f6a9e9edc7;market for chlorine, for reuse in titanium tetrachloride production;chlorine, for reuse in titanium tetrachloride production;kilogram;0.4162233002875874;0.00020064935873582708;0.0002746893671301456;3.998920651562957e-08;4.166876811774106e-10;3.828230535703093e-14;1.4014665310763737e-09;1.1929193783859659e-11;2.406380062424647e-12;8.882008045335989e-12;2.2058032737386867e-10;3.7437695994356036e-14;3.132432076450355e-11;8.32582597943138e-11;2.5547541591101247e-15;5.7101296414345296e-11;4.6443127874170203e-07;8.272629007531167e-08;1.1218643423147973e-07;6.123746363793756e-10;6.449879541883276e-11;3.844495058663684e-07;5.603609307187233e-10;9.389990561855119e-09;0.03241343256775424;0.0005317876080408012;2.1766126089077173e-09;1.054420628579839e-06;0.032945220232896345;;;
af2bc656b4aafd9ed0828b956ab8984e;GLO;SSP5-Base-2030;af2bc656b4aafd9ed0828b956ab8984e;market for low voltage system, for Li-ion battery;low voltage system, for Li-ion battery;kilogram;63.41547320844417;0.4916712834969145;0.6612303573873043;1.800878482807086e-06;9.494697893230263e-08;4.464930550814739e-12;1.6347790482449086e-07;3.758448450201515e-08;7.65634652213722e-09;1.3003908574423052e-08;6.524222100629056e-08;7.134615715561486e-12;3.376397482834166e-08;2.9034169331277873e-08;3.2384442545069215e-13;7.238245004456498e-09;5.417060975102429e-05;6.39356454002039e-05;0.00019563636779811722;2.785316475523447e-08;1.3927025173481676e-08;9.244996379587267e-05;1.8799312205222787e-07;1.1902891272914506e-06;3.7194387281902554;1.6387253825106747;4.4472158343019226e-07;0.0004076125421921802;5.358164117939175;;;
e7766f05167c704ee07f213918b99a59;GLO;SSP5-Base-2030;e7766f05167c704ee07f213918b99a59;market for fibre cement corrugated slab;fibre cement corrugated slab;kilogram;0.6266419871480047;0.004142979701118873;0.0019904223595727634;1.1125912060817685e-08;3.9312299053171176e-10;7.242110426391498e-14;2.6512858892284795e-09;3.2314141687430214e-11;6.59401392627316e-12;7.700840327860163e-11;1.3788794986998235e-10;4.64630975315978e-14;6.648092576948006e-10;1.7883280038297917e-10;2.4638956358697717e-15;5.5070518052045175e-11;8.786204886534971e-07;1.5293213837354596e-07;2.107339351441086e-07;1.7492363189523988e-10;1.6682013912548607e-10;4.335467268235021e-07;1.1852995776042428e-09;9.056040356647044e-09;0.037671190070961896;0.0035511665464815537;4.1419710932791135e-09;1.6864145132705882e-06;0.04122235667251396;;;
9d3cb3d2efc331b6baa40a66386b4713;GLO;SSP5-Base-2030;9d3cb3d2efc331b6baa40a66386b4713;market for heat and power co-generation unit, 160kW electrical, components for electricity only;heat and power co-generation unit, 160kW electrical, components for electricity only;unit;8442.438923316186;38.63741719959458;15.710658516666987;0.0003201624405171945;3.6774154378229876e-05;1.2280715690382857e-09;4.4963055220840334e-05;8.562831380145922e-06;1.6717512961550724e-06;1.3143256034683551e-05;1.2254544305140737e-05;1.205449729882159e-09;5.9084366544923415e-06;5.839939704134877e-06;5.420912074243987e-11;1.2116277649796608e-06;0.014899282362255413;0.021107637379681108;0.04257508217324966;4.931087478354875e-06;2.9070323961275027e-06;0.03527328655113615;3.9630200150050354e-05;0.00019924544611183985;834.5614934966111;374.0910948219192;0.00012912005794103008;0.11410187067573031;1208.652589530158;;;
ec1b439ff6529752270913f9a7b804da;RoW;SSP5-Base-2030;ec1b439ff6529752270913f9a7b804da;market for hexamethylene-1,6-diisoncyanate;hexamethylene-1,6-diisoncyanate;kilogram;2.339753139960804;0.00999334381388519;0.013639915552471113;1.0160419640813288e-07;3.0350010054093773e-09;4.638175416334971e-13;1.6986558902045014e-08;2.478414299079704e-10;4.957930750467982e-11;4.46848291020286e-10;1.0845502794931854e-09;1.6624583396843639e-12;5.771428928355633e-10;1.2332254904228467e-09;4.0551307030183585e-14;9.063620444505652e-10;5.627682861224159e-06;1.183233849477435e-06;1.4314290494868383e-06;1.5495146828100673e-09;8.072852324099299e-10;2.9841173407844835e-06;7.904627773937879e-09;1.490461964516169e-07;0.7543930319426404;0.042485129792277136;2.3662900092912512e-08;1.1385766148946225e-05;0.7968781626412798;;;
555483f89274428fecc646c962e26084;GLO;SSP5-Base-2030;555483f89274428fecc646c962e26084;market for vinyl acetate;vinyl acetate;kilogram;1.1434054075536615;0.0013849495161792347;0.005652789750157997;6.079296687052746e-08;1.1282285488151937e-09;2.008939721528735e-13;7.358118228931332e-09;7.275091934036977e-11;1.497563935877677e-11;1.9025141439240406e-10;4.507210179697082e-10;1.0941959868573038e-13;2.688734925863883e-10;6.844147859739022e-10;3.54770225138054e-14;7.929467386266345e-10;2.4376103675700182e-06;4.356459627853235e-07;4.724651003369211e-07;9.477255945972726e-10;2.2686576872777672e-10;1.2206286060189723e-06;4.2183331660457955e-09;1.3039568029645174e-07;0.4900164608954929;0.006414958023109395;1.0168670859856618e-08;4.702135737087444e-06;0.49643141971154897;;;
3a734413223553f6e2336c00506e0370;RoW;SSP5-Base-2030;3a734413223553f6e2336c00506e0370;market for carbon tetrachloride;carbon tetrachloride;kilogram;0.17584354927769197;3.2193927023370754e-05;0.019653480472723008;1.4116725910046255e-10;2.0603778450853986e-09;1.3510083717038923e-13;4.947959863068653e-09;1.2292197522793334e-11;2.597271166809364e-12;1.9142826118325428e-11;3.44498578415932e-11;1.0527583634727471e-14;1.0209749354341595e-11;1.003082200150518e-09;3.3952572615357564e-14;7.58873767178607e-10;1.639227986150592e-06;2.983091778391838e-07;8.8505027936983e-08;2.1734946602915923e-12;1.7440325046169946e-09;2.137568915981615e-06;6.969182215489812e-09;1.2479256967721613e-07;0.1695723255791301;0.00032474936677319714;8.090291179879214e-09;4.297119026604875e-06;0.16989707570477708;;;
89c6fb85e02af51aeb9e212c7d9fb41f;RoW;SSP5-Base-2030;89c6fb85e02af51aeb9e212c7d9fb41f;market for rosin size, for paper production;rosin size, for paper production;kilogram;2.169998393677706;0.190614933105147;0.0027572525027053114;3.469541131260618e-08;2.201860229152134e-09;5.065884409087039e-13;1.854292460433965e-08;1.1828277945141486e-10;1.9094003210147583e-11;3.44011111218501e-10;1.7353858928627177e-08;8.572472312558104e-12;2.403546329122926e-08;7.388902629557614e-10;1.2003364991557111e-13;2.6828714610693503e-09;6.146243200826211e-06;5.126952975614402e-07;7.083008982581081e-07;5.203853940072622e-10;5.897757832673937e-09;2.5535718856821275e-06;4.813496951909186e-09;4.4118328794690475e-07;0.10631395184945658;0.021324365509605467;6.33052401600254e-08;1.0353890013128055e-05;0.12763832004193348;;;
8285b545c95ff0a2d17eb2bc57cbeaa2;GLO;SSP5-Base-2030;8285b545c95ff0a2d17eb2bc57cbeaa2;market for sodium chloride, powder;sodium chloride, powder;kilogram;0.5396634691003083;0.011709092463582475;0.00045008783967261334;1.2210450995080055e-08;1.9709329108419448e-10;1.955038094442513e-14;7.157965087991901e-10;2.6568734132757003e-11;5.384481608801242e-12;6.26738981066426e-11;8.809065232973751e-11;7.29676163390879e-14;8.391187046039097e-11;7.212381010063178e-11;1.839402368322773e-15;4.1112472401427617e-11;2.371912097434323e-07;1.1514415691483293e-07;1.5441033389997463e-07;1.1215253048171846e-10;3.6915494213029526e-11;2.1976502712164664e-07;4.898914085297391e-10;6.760717392870786e-09;0.014072229810724552;0.04616333339743574;1.2517344964335125e-09;7.339093821259079e-07;0.06023556324927276;;;
bff3734b8a2f701e630b277be86c75cc;RoW;SSP5-Base-2030;bff3734b8a2f701e630b277be86c75cc;market for phenolic resin;phenolic resin;kilogram;1.5512978263682253;0.0013104528940306318;0.010602655864041206;3.620066164161133e-08;1.8841282375388637e-09;2.900274909077123e-13;1.062217881163162e-08;9.618395308761832e-11;1.9412453545248833e-11;2.629849841046987e-10;5.298514251630344e-10;9.492048123798878e-14;3.5572094436822753e-10;9.911984402171032e-10;2.757119335911892e-14;6.162435938824965e-10;3.5190607459946353e-06;6.276230880996744e-07;6.032937674803079e-07;5.678689654794768e-10;1.9606441452925902e-10;2.2223347200225493e-06;6.236239966570983e-09;1.0133783107780016e-07;0.7467627991081744;0.007100374681920373;1.4762068007175843e-08;7.080649182721584e-06;0.7538631744063383;;;
e41066820ea7f396130d0a4f061352eb;GLO;SSP5-Base-2030;e41066820ea7f396130d0a4f061352eb;market for coconut, dehusked;coconut, dehusked;kilogram;0.7837129881285638;0.0005708701818156208;0.00114337151819386;3.5811629098478852e-09;1.4380589757925461e-09;6.64061970990738e-14;2.430711766779035e-09;6.424376148237224e-11;6.972387630128092e-12;8.718022434861092e-11;1.24210464514536e-10;5.2641086776451805e-12;1.3761065873387531e-08;2.9525488304513945e-10;9.698341237755114e-14;2.167675726330627e-09;8.058195838405703e-07;1.4471738510353552e-07;2.7450005438236715e-07;5.5064197367252005e-11;2.5965327412346586e-09;1.0454598885690937e-06;1.9240147249841323e-09;3.5646221521326923e-07;0.03133119928169957;0.0030214736688308798;1.8185539841694688e-08;2.622392211535929e-06;0.03435267511820618;;;
8150058aa52dc9152a0f1df740fd96bd;GLO;SSP5-Base-2030;8150058aa52dc9152a0f1df740fd96bd;market for paris market carrot;paris market carrot;kilogram;0.8579791997739703;0.0002572635577546687;0.0005072891087593501;1.0138234976509708e-09;1.660078385921496e-10;1.9006154109515317e-14;6.958046325433208e-10;6.00997768388925e-12;1.4389035433620784e-12;5.652568239015904e-11;2.005772983281916e-11;3.426320427243901e-13;1.3906836561839902e-09;1.1270258518873012e-10;1.3314408778931479e-14;2.975902787187734e-10;2.3065571670207115e-07;3.453716945441497e-08;4.3947950292957047e-08;1.5535181509299293e-11;3.6584798667386837e-10;1.846395019198979e-07;7.69907575683619e-10;4.893706595017167e-08;0.016042521318268697;0.0008432195187783658;2.449604867806228e-09;5.4386833653421e-07;0.016885741134637342;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
2d43cda80e788dec50a7901210a1686b;GLO;SSP5-Base-2030;2d43cda80e788dec50a7901210a1686b;market for seed-cotton, organic;seed-cotton, organic;kilogram;0.07235884181129992;3.4649306034505124e-05;6.449123401227739e-05;1.5786614996461472e-10;2.046872526780658e-09;2.457447182034132e-14;8.989629359349177e-10;2.6179213060419894e-11;5.446908010832813e-12;1.6888182152899128e-11;4.086003321489326e-09;2.008846221733232e-11;6.213409184534041e-08;2.4561153239350065e-10;2.7328662195117594e-17;6.10822781145595e-13;2.9853261966915675e-07;2.769348100973812e-09;-5.5019803512110454e-08;2.4077417155917473e-12;5.899522706922997e-09;8.322990815773851e-07;1.7290090931355428e-09;1.0044640857720175e-10;0.002444483678009056;0.00012745808921897352;6.948016949125244e-08;1.086312589754407e-06;0.0025719417678388527;;;
6f9e8e79e0025011427a5d3b01e0c80a;GLO;SSP5-Base-2030;6f9e8e79e0025011427a5d3b01e0c80a;market for krypton, gaseous;krypton, gaseous;kilogram;16.88403273756515;0.040768034856339;0.0403235408361661;6.316935326870234e-06;3.911512946691638e-08;9.546090261574002e-12;3.495274688895708e-07;2.2032009653458224e-09;4.426310833571959e-10;1.620329984993787e-09;3.7852893880867616e-08;6.425703704091084e-12;9.87090810937988e-09;1.6447860540326044e-08;4.572898995730877e-13;1.0220884075947405e-08;0.00011581691023547729;1.856599057492422e-05;1.962778704232271e-05;9.869462684933478e-08;1.3923120855843541e-08;4.5035061379462194e-05;1.1286434400388627e-07;1.6807675312753549e-06;4.689037524311924;0.10037991740054532;4.5709675736996633e-07;0.0002009519714834548;4.789417451933354;;;
062d76e5b7a02ea05d273e0f15a5949a;GLO;SSP5-Base-2030;062d76e5b7a02ea05d273e0f15a5949a;market for acetoacetic acid;acetoacetic acid;kilogram;3.108140802908543;0.04363762676887852;0.012603939100296634;1.1473514742757268e-07;4.185676361165106e-09;7.18963728175109e-13;2.6326561305516526e-08;2.2980900886761442e-10;4.657853371437597e-11;5.076503683066036e-10;1.5976066222042069e-09;3.0724694686015864e-13;8.224822928380243e-10;2.0898533863739212e-09;7.206749826656945e-14;1.6107802645844765e-09;8.722963213899178e-06;1.3164575119368957e-06;1.5123546866171815e-06;1.786878323635775e-09;7.128214094101279e-10;4.379848024070412e-06;1.3109060782077633e-08;2.6488385433348744e-07;1.1228648066701552;0.02395053653217707;3.580722041177059e-08;1.6212084604282886e-05;1.1468153448131124;;;
