;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied
3a4bb4b0b56fa5cc9d1b6cd6cc0791f8;GLO;SSP1-PkBudg500-2050;3a4bb4b0b56fa5cc9d1b6cd6cc0791f8;market for water storage;water storage;unit;9816114.226835862;2233.819131798953;867.9199680638743;0.005653817403868994;0.00015150435499955713;1.658486050763106e-08;0.0006071979714054347;1.717847680030189e-05;3.8696422273224554e-06;9.266435189306362e-05;4.15636272195479e-05;1.6839597406198353e-08;0.0013924714863688932;0.000103229383691749;1.4425892603865346e-09;3.2243304768774775e-05;0.20120880563622306;0.5224713444633428;0.09151528766175815;8.667575587484831e-05;2.1453627578449995e-05;0.2538727468910416;0.0006906009909895123;0.005302232111594427;12115.191515889986;11415.719822357527;0.0024097131154203234;1.0751688052880564;23530.911370490816;;
688c7dd02c07b5293090d38ddc098b29;GLO;SSP1-PkBudg500-2050;688c7dd02c07b5293090d38ddc098b29;market for titania slag, 85% titanium dioxide;titania slag, 85% titanium dioxide;kilogram;0.374036867269569;0.0005479878172734345;0.0006182540021252088;3.5838839333497342e-09;1.7876575701570435e-10;2.35343391558468e-14;8.614351072950007e-10;1.6938055358494077e-11;3.5559038739631845e-12;6.588269261835239e-11;8.991880579523035e-11;1.8489198528880183e-14;4.070680195551306e-10;1.2960497042192672e-10;3.528890282152846e-15;7.887420764004178e-11;2.8549568756022577e-07;9.56763481044538e-08;8.947138791658061e-08;5.583794684256135e-11;2.4916834645009073e-11;2.629343315697476e-07;8.981959894063589e-10;1.2970424698233798e-08;0.00927813054544099;0.07819436316205798;1.7532141342424654e-09;7.475268970972557e-07;0.08747249378637317;;
1f1656838394188bd8dcdf7559af6fc7;GLO;SSP1-PkBudg500-2050;1f1656838394188bd8dcdf7559af6fc7;market for sugar beet pulp;sugar beet pulp;kilogram;0.10767331945636141;0.007327580673718807;0.000260702153191514;2.649507754485039e-09;6.045181052344797e-10;1.5657150957823925e-14;5.730462888056883e-10;5.119907984788066e-12;1.058709059629008e-12;1.869539382031509e-11;1.6375682467824618e-11;6.045638352362292e-13;1.5902314003058025e-09;4.8058400453770004e-11;8.948827000079661e-15;2.0001518395422983e-10;1.899981201680963e-07;2.257933015293128e-08;2.319366806873643e-08;4.213919710686266e-11;8.243563478903771e-10;2.727611891145722e-07;3.3064736744138577e-10;3.2891384390461876e-08;0.005050338084878005;0.0006608507809179036;2.8577320146995914e-09;5.426204906882438e-07;0.005711189065811093;;
36e9a5f8e6f110b1f50a2427e0c3373c;RoW;SSP1-PkBudg500-2050;36e9a5f8e6f110b1f50a2427e0c3373c;market for trimethylamine;trimethylamine;kilogram;1.0891511239824987;0.0022742130319572274;0.003960011582534591;2.270224063798004e-08;1.167680582378673e-09;2.1511527353336472e-13;7.87754598371462e-09;6.853149674014727e-11;1.4189824096594111e-11;2.2005801852815037e-10;2.1976128920998826e-10;3.0836802742308656e-12;5.703348476358566e-10;5.773388550812913e-10;2.190526277519392e-14;4.896044099977741e-10;2.609993574223168e-06;4.1879999805668245e-07;3.816406469712239e-07;3.6019567098139546e-10;1.5511898757541438e-10;1.1135000844499497e-06;3.5906859143308306e-09;8.051272173510171e-08;0.4508750732955138;0.0083722923539061;1.0718745978593888e-08;4.608547931906682e-06;0.4592473661390243;;
8a9180e2f3ba09cbbf928b887930a815;RoW;SSP1-PkBudg500-2050;8a9180e2f3ba09cbbf928b887930a815;market for butyl acrylate;butyl acrylate;kilogram;1.5765667150161686;0.0030547071088793125;0.00863190732360214;4.162961290687153e-08;3.63680312610667e-09;3.6013080857055657e-13;1.3186725668348143e-08;1.1628452637649945e-10;2.4055202668097504e-11;2.9627405550919504e-10;8.562085317009754e-10;1.7332050289808306e-13;1.2167863041870306e-09;1.3778213479462997e-09;6.149418628008725e-14;1.3744562254715433e-09;4.369327401037484e-06;7.760912072269155e-07;8.538950689648338e-07;6.6978462989107e-10;4.5109972506242726e-10;3.6525873037507285e-06;9.002833969599155e-09;2.2602168068496697e-07;0.6249305282912287;0.021979209070169505;2.071143061359665e-08;9.888005718721736e-06;0.6469097387358546;;
0975a85875b1b867dcccc05fea2f7751;GLO;SSP1-PkBudg500-2050;0975a85875b1b867dcccc05fea2f7751;market for solder, paste, Sn63Pb37, for electronics industry;solder, paste, Sn63Pb37, for electronics industry;kilogram;5.556228641298281;0.7450670844594226;0.018866177485429198;2.915250384056679e-07;1.0395807502090981e-08;5.418282781414253e-13;1.983517532824382e-08;5.5461425636912325e-09;1.0745801558770747e-09;1.8565533403474557e-09;1.0714709615760192e-08;7.231093790129744e-13;9.290759076091978e-09;5.4383291521913085e-09;6.234915136040451e-14;1.3935655453648182e-09;6.573415080990495e-06;5.980560733138113e-06;7.8262843140678e-05;4.639182391129192e-09;2.391575113624484e-09;4.49207201187449e-05;3.731796227201109e-08;2.2916410204330665e-07;0.49825171204816077;1.2640273505013448;6.415066532641213e-08;0.00013601015193078327;1.7622790639430708;;
5f8ef94f9fb062bf0ebeb46a255236a0;RoW;SSP1-PkBudg500-2050;5f8ef94f9fb062bf0ebeb46a255236a0;market for trichloromethane;trichloromethane;kilogram;0.9830636464713505;0.006863405010163573;0.001778933811861758;4.686777684837265e-08;3.3252062053715835e-10;2.358115751234858e-13;8.645266870085013e-09;6.298421707727026e-11;1.2744250376278002e-11;1.4638481714286973e-10;8.123844188273547e-11;4.82178303541375e-14;3.659032687003821e-10;1.5926476167369185e-10;1.211896202906885e-14;2.708708548681245e-10;2.8629406125276135e-06;1.1679244883536462e-06;1.0191171278420525e-06;7.265777388419168e-10;4.7536351587345956e-07;3.668830610414031e-07;1.0098754280416281e-09;4.4543205328247693e-08;0.12099026506141808;0.026359289752083813;9.80659943007926e-09;5.938507065997208e-06;0.14734955508437275;;
12a471f5d5d497210a37edb01fb90936;GLO;SSP1-PkBudg500-2050;12a471f5d5d497210a37edb01fb90936;market for hexane;hexane;kilogram;0.3804004351977082;0.0007097589398104657;0.003769207589376602;4.578532140702678e-09;5.043088192135851e-10;5.895754573032059e-14;2.160542847903644e-09;2.4303987145185927e-11;5.135973706224224e-12;6.740023464330245e-11;4.804105500812238e-11;1.0330919819832968e-13;2.464353261012247e-10;5.622510216224347e-10;5.02328301110103e-15;1.1227537145489409e-10;7.155097715151001e-07;1.6537738059931908e-07;1.4218271144763852e-07;6.983597724661747e-11;7.78682987750598e-11;5.226035679471554e-07;2.9769302027628098e-09;1.8463060289212194e-08;0.38477060593195817;0.0038278514719800737;3.618576995702457e-09;1.5672579740559792e-06;0.38859845751621364;;
55deb32257d77bd7b09eaae8890e7ee1;GLO;SSP1-PkBudg500-2050;55deb32257d77bd7b09eaae8890e7ee1;market for piperidine;piperidine;kilogram;3.6048830688729794;0.005166308650334267;0.01919972511743398;8.695322725390758e-08;3.85474283829374e-09;5.933876718888252e-13;2.1728829293956297e-08;2.3707475912835393e-10;4.709444819934979e-11;6.596866523603447e-10;6.083885468845486e-10;4.2506848559241574e-11;1.5911801345732045e-09;2.474020710737299e-09;6.195134305782846e-14;1.384674134142145e-09;7.199476660362461e-06;1.4138952786208584e-06;1.289271394367346e-06;1.3955553617709667e-09;3.414347276621051e-10;3.850188260195512e-06;1.4574655398558673e-08;2.2770195892738436e-07;1.3713990524515514;0.021856949442904422;3.124411612041985e-08;1.3996824401688172e-05;1.3932560032791297;;
e4c1035464dcd484321273848ce82d54;GLO;SSP1-PkBudg500-2050;e4c1035464dcd484321273848ce82d54;market for fish block, hake;fish block, hake;kilogram;1.7020257867239477;0.008457000746409291;0.02107910428107858;1.3489645900621732e-07;1.4101218968575592e-08;2.5523593669207937e-13;9.34281420990042e-09;1.7851174396090808e-10;4.591171451765268e-11;3.5208576719935385e-10;1.645130421040986e-10;9.800098055681767e-14;1.2872946640877904e-08;8.563693421773212e-09;8.021964764264653e-15;1.7929889112667625e-10;3.0963520012623837e-06;5.726585656717456e-07;7.783763808119187e-07;2.119176346440868e-09;1.385310814311118e-10;1.323652429940361e-05;5.99723959188133e-08;2.9484705272078756e-08;0.14075029238198167;0.010631292872106467;4.562204144548548e-08;1.77756208938976e-05;0.15138158543338703;;
30e6f0cb8e8bb4a3f4af5b5ad885f89a;GLO;SSP1-PkBudg500-2050;30e6f0cb8e8bb4a3f4af5b5ad885f89a;market for ethylamine;ethylamine;kilogram;1.4337575171225592;0.04597980359825917;0.0074846461225407685;2.01259969298666e-08;2.1468559286755594e-09;2.747809212080427e-13;1.006153562350181e-08;9.462007248659231e-11;1.9564162121148116e-11;2.7173637981643734e-10;7.47594927332787e-10;3.85691543122592e-12;6.77182770386421e-10;9.503238589623854e-10;2.938464572077808e-14;6.567760578251183e-10;3.3338048766034263e-06;5.647564517634033e-07;6.135446519510437e-07;3.177030688180418e-10;2.3000808236569777e-10;1.9852526333275026e-06;5.9538403193345456e-09;1.0800316930599382e-07;0.5382566671601708;0.013538546210508692;1.4973550765945244e-08;6.6118554747027504e-06;0.5517952140274556;;
04681bb9fe28b4408facb1d721820cd0;GLO;SSP1-PkBudg500-2050;04681bb9fe28b4408facb1d721820cd0;market for n-olefins;n-olefins;kilogram;0.7337781603173936;0.0008691080024771896;0.006103609474067247;9.683034053837208e-09;1.080371259486182e-09;1.5082832839109838e-13;5.5233563995958564e-09;4.634489077535826e-11;9.503560441304614e-12;1.2591439482213858e-10;1.2723255714560354e-10;3.275967794688963e-14;3.157482724335072e-10;8.06219853235254e-10;1.3798979426340672e-14;3.0842091464228683e-10;1.8300080462125955e-06;2.445228289411875e-07;2.655415066950896e-07;1.5356899280521507e-10;8.255755305358451e-11;1.1002297791924575e-06;4.751238193257565e-09;5.071810378095427e-08;0.6090765913600485;0.004289513602895854;8.034872177419539e-09;3.496002248818754e-06;0.6133661052713654;;
13af8e238ec848222f67f5b228371424;GLO;SSP1-PkBudg500-2050;13af8e238ec848222f67f5b228371424;market for de-icer;de-icer;kilogram;1.5541127632200549;0.0016048834008253155;0.001074167108666469;1.0739265392601425e-08;1.169761214869586e-09;4.841070497960076e-14;1.7723632733432105e-09;5.934005517072906e-11;1.2352246229836754e-11;2.035792666462572e-10;1.6103750102553503e-10;8.595583873088484e-14;6.029832201554129e-10;2.312384695607497e-10;1.4930705649091087e-14;3.3371612133554787e-10;5.873349856432904e-07;2.5932664123562754e-07;3.539048115073641e-07;1.543413856920078e-10;7.385139365559292e-11;9.905865891955586e-07;1.5938719048877087e-09;5.487775981374138e-08;0.020537076579712585;0.01210285584420233;4.212762836760323e-09;2.2478390462203004e-06;0.03263993275763104;;
25633fe1ec59236b652f74115452a340;GLO;SSP1-PkBudg500-2050;25633fe1ec59236b652f74115452a340;market for ventilation system, decentralized, 6 x 120 m3/h, steel ducts;ventilation system, decentralized, 6 x 120 m3/h, steel ducts;unit;17772.447535801628;59.85772704392605;54.18428338951061;0.00013798488867828297;2.8983633285193058e-05;3.8390960992872876e-10;1.4056838041158786e-05;1.6788314171707255e-06;3.405598298722251e-07;2.0893861201920502e-06;2.036459876419486e-06;5.861106607274985e-10;4.255958893887793e-06;2.234083505334055e-06;5.516973806754901e-11;1.2330985176257468e-06;0.00465780094592163;0.015383833442010728;0.011705382056831266;2.171411083427201e-06;6.549803189637825e-07;0.015604169157110907;1.4866326411130546e-05;0.00020277619195059843;337.8270708473818;324.7426998405064;5.567670570444122e-05;0.04757163130503127;662.5697719209867;;
bf7a81cddb04bda89159e2deefb64a97;RoW;SSP1-PkBudg500-2050;bf7a81cddb04bda89159e2deefb64a97;market for folding boxboard carton;folding boxboard carton;kilogram;1.80830281286232;0.0025576428599783717;0.002379138098945694;6.137148019399812e-08;7.092296988594136e-10;1.820271738658349e-13;6.6630081003968465e-09;5.412265824133361e-11;1.1464999633318844e-11;2.5646253838138405e-10;1.0360411654168587e-10;3.6495109916370556e-13;8.4224771810994e-09;3.360617223210198e-10;1.0500850641232587e-14;2.347044559765577e-10;2.208273201913946e-06;2.724093327920234e-07;3.501728947160405e-07;9.879535973970636e-10;4.049686122796298e-10;1.2779057452828811e-06;2.2756955413666193e-09;3.859584221088802e-08;0.0640493839087577;0.05368666800283415;1.6556953189095244e-08;4.151014011997459e-06;0.1177360521462963;;
3b649f817f9d16795e8b59e57d32fb00;GLO;SSP1-PkBudg500-2050;3b649f817f9d16795e8b59e57d32fb00;market for pentane;pentane;kilogram;0.132828334233046;0.00016546046955501418;0.006918120681616755;1.5718847216682294e-09;7.198315465952273e-10;9.263868004113662e-14;3.3930020896135828e-09;6.35315561405904e-12;1.3470940181351087e-12;2.3078490429388826e-11;1.2001526119096974e-11;6.109707009661603e-15;6.206841257155736e-11;4.2724190251567033e-10;1.1381469337400587e-15;2.543871596991805e-11;1.1240476175205092e-06;5.850058284392697e-08;3.5459306590088783e-08;2.4218318235539443e-11;1.2110781523402569e-11;7.169248176951362e-07;2.693064716113002e-09;4.1832553350440845e-09;0.7918691294747601;0.0007656969993501818;4.645022194683585e-09;1.9418443711719908e-06;0.7926348264995489;;
f2828c74472a65557f25bd054c02fc01;GLO;SSP1-PkBudg500-2050;f2828c74472a65557f25bd054c02fc01;market for zinc sulfide;zinc sulfide;kilogram;2.6197613352095015;0.004054753148630462;0.007904580717783681;4.2578604833899695e-08;4.197619901617994e-09;1.0486671857550341e-13;3.83924913135183e-09;8.237858576520707e-10;2.6591776655926174e-10;1.341553691277983e-08;3.566855652164719e-10;5.872040627478354e-14;1.093989425750869e-09;4.967875349384635e-10;1.9983349634552467e-14;4.4664773976981804e-10;1.2722462743742687e-06;8.732472283659095e-07;2.367168196111412e-05;6.692540554927658e-10;1.7089934263997144e-10;3.8827246674632016e-06;3.3563593720742663e-09;7.344873626825167e-08;0.13588523724030613;0.018892935611534295;2.4489749790296506e-08;2.9777543556838973e-05;0.15477817329848814;;
b429b7efad1f2d6f493e1fbefce87d38;RoW;SSP1-PkBudg500-2050;b429b7efad1f2d6f493e1fbefce87d38;market for corrugated board box;corrugated board box;kilogram;1.6201159724521021;0.0021298281765069417;0.0018041629798249553;2.0640505334082927e-08;6.38916558514187e-10;1.3593903927089198e-13;4.976246239130237e-09;5.421439105335282e-11;1.1812781917605495e-11;2.776537495235738e-10;1.957380173164677e-10;7.775103073380088e-13;6.301279224422834e-09;3.4645581400721316e-10;7.532394003634423e-15;1.6835649769956051e-10;1.649371639951371e-06;2.2053086025500896e-07;4.434015983387432e-07;3.2411593847851285e-10;4.646803751981923e-10;8.645460189344253e-07;2.315146552123526e-09;2.7685289541494593e-08;0.057427671333968824;0.006228868202631948;1.280316916706394e-08;3.2086166677637646e-06;0.06365653970495727;;
3effb0fdec696b32690e468a442a0f90;RoW;SSP1-PkBudg500-2050;3effb0fdec696b32690e468a442a0f90;market for weaned heifers, live weight;weaned heifers, live weight;kilogram;1.4642508033054407;0.002075388262764144;0.0026587616273243417;1.968078347374923e-08;1.5239820509637667e-08;1.4876545330532756e-12;5.445717464264016e-08;2.0923495222571874e-10;3.213118691718929e-11;3.7466271922892125e-10;1.8205157443835784e-09;5.408119681669795e-11;3.831095738560929e-07;7.608154456879795e-10;2.351687060318752e-14;5.256254478584174e-10;1.807703899377609e-05;7.011861550591502e-07;0.0004952898663720845;3.008076930000363e-10;9.257272812511286e-08;6.353907076013583e-06;5.275409356415398e-09;8.643618103951592e-08;0.0438847408112926;0.010346434360244515;4.560594823111583e-07;0.0005206065704337094;0.05423117569716256;;
c16dcffc37a27b5c02dee528e97c03e8;RoW;SSP1-PkBudg500-2050;c16dcffc37a27b5c02dee528e97c03e8;market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;kilogram;1.0594727172544651;0.004057944960820601;0.0026044817823788194;1.5385708613231812e-08;2.0145777964482407e-09;2.907781699003709e-13;1.0642930741012701e-08;6.328540404001997e-11;1.0280324802813728e-11;2.3186941207271511e-10;1.900657138419557e-10;3.698641778850137e-12;1.4510755456405704e-08;4.962981170583449e-10;9.215516138371425e-14;2.0597595144404123e-09;3.527850730430338e-06;2.1744822565181554e-07;4.7527973454341885e-07;2.3626455035022897e-10;5.26318925645557e-09;1.549953238373556e-06;3.3635578629216953e-09;3.3871599446606916e-07;0.05140953775043497;0.00666222577712479;2.7780787628906913e-08;5.991059065854423e-06;0.058071765587319274;;
04583a14a8acc2843e9b6e5a90bf3ba0;GLO;SSP1-PkBudg500-2050;04583a14a8acc2843e9b6e5a90bf3ba0;market for liquid packaging board container;liquid packaging board container;kilogram;0.7550865645625653;0.014027955108890862;0.0037645325362774514;2.1026515826634794e-08;1.140911908030586e-09;1.8603554263629313e-13;6.810923511997084e-09;9.848242278157413e-11;1.927464955715925e-11;1.838419317784901e-10;2.7473869951489365e-10;3.435944646643206e-13;1.0776702162018515e-08;5.97535135819843e-10;1.0632638956241416e-14;2.3765005589365004e-10;2.2570330900018572e-06;5.979852998162324e-07;3.2215845177744396e-07;9.412063059304242e-10;4.3248575809211445e-09;1.4115262104798738e-06;3.950658198463664e-09;3.908022973196626e-08;0.20744198130126582;0.022872920320552107;1.9902749990766013e-08;4.63693356118902e-06;0.23031490185946796;;
1ebd2000ceb1c4b1fcd1886428cedcaa;GLO;SSP1-PkBudg500-2050;1ebd2000ceb1c4b1fcd1886428cedcaa;market for wind turbine network connection, 4.5MW, onshore;wind turbine network connection, 4.5MW, onshore;unit;720528.1208299967;3552.390338520733;8414.442006750136;0.011935923925783815;0.0017625665335394513;1.302192579822397e-08;0.0004767460464750148;0.002008473845964688;0.0003726140220078487;0.0008113583724930879;0.0006913810565181786;4.0544245733604136e-08;0.0005376790885541468;0.00020231496838849856;2.8721265546265595e-09;6.419488511269083e-05;0.15799822422303508;0.6362623678223187;2.8824353485640284;0.0001845100954423908;9.945810159439947e-05;1.6500028643259912;0.001376376673302679;0.010556491764276381;10873.332329220957;13107.50025133939;0.006863184090912892;5.338913571812526;23980.83264475523;;
2a87c5320bbf968cb5d8bb333c28e0b5;GLO;SSP1-PkBudg500-2050;2a87c5320bbf968cb5d8bb333c28e0b5;market for liquid crystal display, unmounted;liquid crystal display, unmounted;kilogram;62.20145652007574;1.360190675064747;1.4178829916797797;1.4599724398102726e-06;3.8200232618335526e-08;1.883642176218479e-12;6.896016707501348e-08;1.5023139201104253e-08;2.9967763434738826e-09;9.595775618863086e-09;2.2348841275423985e-08;1.339672454701049e-10;2.5445559736418617e-08;1.2287968719988137e-08;2.16392791283392e-13;4.836594109432623e-09;2.2852637711068533e-05;2.183136253341687e-05;7.333635155826456e-05;2.2660067556927317e-08;8.965370159645426e-09;3.497140203035847e-05;8.082603112879152e-08;7.953509971042768e-07;1.6884941246215595;0.7374203141057355;1.9499394005114057e-07;0.00015389936224064846;2.425914443563889;;
352620dedc8b8c8d382e3466bb662711;RoW;SSP1-PkBudg500-2050;352620dedc8b8c8d382e3466bb662711;market for urea;urea;kilogram;0.7981145043865769;0.0013069573053992335;0.0017973275895568092;9.746268316858809e-09;1.1680681480835463e-09;1.3076030343802424e-13;4.7876156894202735e-09;5.718418950122881e-11;1.1808456206786033e-11;1.6748996037516925e-10;2.8181618962545184e-10;3.706392091467266e-13;4.5665436869024537e-10;4.0498059938692466e-10;5.1988458297849904e-14;1.1619937506724277e-09;1.5864174034506036e-06;3.135853248006665e-07;3.561690214939845e-07;1.491157464591378e-10;1.0952180390351137e-10;1.0676814012413194e-06;2.7056961714194688e-09;1.910834085547588e-07;0.16733098446015757;0.0048446465184279275;7.3361419597150635e-09;3.5178913235029917e-06;0.17217563214057924;;
4d75fac037347153abcc17a5f9666647;RoW;SSP1-PkBudg500-2050;4d75fac037347153abcc17a5f9666647;market for landed anchovy, fresh;landed anchovy, fresh;kilogram;0.04916649651125808;0.0003160861776137534;0.0004433594371409379;3.2022614476662544e-09;3.2440547173202134e-10;6.934758335424609e-15;2.5387210673130364e-10;6.168991480040538e-12;2.093912291327206e-12;9.60080598360691e-12;6.618189608115754e-12;1.2166621988211622e-14;2.793442161550137e-10;1.916373737900699e-10;4.091511113516518e-16;9.144934280364308e-12;8.413105187601357e-08;3.849315538451412e-08;5.1515030169274404e-08;5.031819380738112e-11;1.0273172453410469e-11;3.0643762777747053e-07;1.3410227987119566e-09;1.503833572504201e-09;0.0046390070270886236;0.0005128785734335024;1.0737601829006474e-09;4.834821800398025e-07;0.005151885609667061;;
8811d20c7cbaece9abf30ba053be05b7;RoW;SSP1-PkBudg500-2050;8811d20c7cbaece9abf30ba053be05b7;market for soybean;soybean;kilogram;0.40118918469556614;0.000572074422875082;0.0007895605617844519;5.356729867029613e-09;4.123067894710181e-10;3.0410754179395034e-13;1.1130519567950169e-08;3.0080462710285455e-11;4.10153647591612e-12;1.028237118477127e-10;1.5710362956726025e-10;3.959560871009352e-12;3.145167293528306e-08;2.3012624642662528e-10;4.806576631341841e-15;1.0743176833113239e-10;3.6894029167159167e-06;6.700498258821586e-08;-1.634696656856481e-07;8.206297310223958e-11;3.9234296326946564e-09;1.2919983010481542e-06;1.5022197730892272e-09;1.7666556698690065e-08;0.009039972314627494;0.0023904358804763166;4.352299439444697e-08;4.908107957829243e-06;0.01143040830253558;;
9e9c0105e64eb9c9127d52cf4115da9c;GLO;SSP1-PkBudg500-2050;9e9c0105e64eb9c9127d52cf4115da9c;market for mint;mint;kilogram;1.0695957769198299;0.0006411151198311118;0.0008552153118790368;7.1240152739129615e-09;8.825806632446692e-10;2.3406913892700403e-14;8.567721973743835e-10;1.849038020304287e-11;4.017923171720105e-12;1.0463851750453786e-10;5.6370814462493075e-11;1.46409570398474e-12;5.541797874791897e-09;1.9954738831624644e-10;7.189618984290882e-14;1.6069513509323202e-09;2.841098844085169e-07;7.310615501644828e-08;1.996407603579713e-08;1.0930991935713274e-10;1.355060509678109e-09;5.288557910557699e-07;1.3807760989510046e-09;2.6425421078222696e-07;0.011607847553940658;0.002118966898789611;7.665771418047272e-09;1.1731340215551552e-06;0.013726816059681622;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";
e4f88200f4dd073266b64dbb07f4d037;GLO;SSP1-PkBudg500-2050;e4f88200f4dd073266b64dbb07f4d037;market for burnt shale;burnt shale;kilogram;0.01912224484025999;1.5795564646218224e-05;1.7430217312814703e-05;1.5280850646722851e-10;1.207195307535075e-10;2.795206300501392e-14;1.023086168068119e-09;3.988472369757083e-13;1.0316692572478035e-13;5.38426867105912e-12;6.128914847059074e-13;3.4687708585731486e-16;6.428003121787479e-12;6.121138669455442e-11;2.26211686002697e-16;5.0560561722808065e-12;3.390793525083402e-07;2.5308281394382393e-09;2.5481229790403594e-09;2.782157551030021e-12;2.3401186460762283e-12;1.0924220590504397e-07;4.3079684597698055e-10;8.314403125530236e-10;0.023548103947907045;9.336033710038465e-05;1.2179726279911712e-09;4.546678284441245e-07;0.02364146429006349;;
4a61290db042f90ac7e28c9428ccd272;GLO;SSP1-PkBudg500-2050;4a61290db042f90ac7e28c9428ccd272;market for calcium borates;calcium borates;kilogram;0.1910805326582993;0.003810385956073148;0.0011055899953418954;6.123401568977549e-09;3.2416254295844464e-10;2.237030160610716e-14;8.189549755177089e-10;1.3214435905130845e-11;2.631399487373966e-12;2.9317478965182314e-11;1.69258547535432e-11;2.0665654050628233e-14;4.347123761858795e-10;2.619373742182778e-10;4.848072050335493e-16;1.083592322169801e-11;2.7139175604525386e-07;5.332500401769519e-08;6.089587261618209e-08;9.643961405750901e-11;4.4414261340943495e-11;3.521105665832721e-07;1.8063148667188455e-09;1.7819072975577673e-09;0.026979945616389805;0.005591764265119963;1.9018992415350397e-09;7.414520419383781e-07;0.032571709892345695;;
