CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
39363: Waste and scrap of aluminium;metals/extraction;3830:Materials recovery;565119862217b3bf2c19acf4c2fd416a;SSP5-Base-2030;GLO;aluminium;market for aluminium scrap, post-consumer, prepared for melting;aluminium scrap, post-consumer, prepared for melting;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;4d3ed5eb30de4f94ac6f1c650d351882;SSP5-Base-2030;MEA;cement;market for cement, type general use;cement, type general use;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;b58e366aa745755d69e7aeb815267fbe;SSP5-Base-2030;GLO;indium;market for indium rich leaching residues, from zinc production stockpiling;indium rich leaching residues, from zinc production stockpiling;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;18f30335e0964059ac159ccc8cba89af;SSP5-Base-2030;JPN;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
41: Basic metals;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;eb4550e16c6b7cbaae5c8dc6dfae3a2b;SSP5-Base-2030;GLO;titanium;market for titanium zinc plate, without pre-weathering;titanium zinc plate, without pre-weathering;kilogram
34800: Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural g[…];chemicals/inorganics;2013:Manufacture of plastics and synthetic rubber in primary forms;cb548144c56921cd851d7c490fd4187f;SSP5-Base-2030;RoW;silicon;market for silicone product;silicone product;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;6324a27e1e3d4c6893e322f48d6e1063;SSP5-Base-2030;World;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8c533000f0930a8bd674095041d96d69;SSP5-Base-2030;RoW;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;dc74cf748d0a8cfb8a76429444d0fd6b;SSP5-Base-2030;GLO;aluminium;market for aluminium casting facility;aluminium casting facility;unit
39361: Waste and scrap of copper;;3821:Treatment and disposal of non-hazardous waste;4a8d0a80fc332ab236715697202dd052;SSP5-Base-2030;CH;copper;market for copper in car shredder residue;copper in car shredder residue;kilogram
41431: Unwrought aluminium;;2420:Manufacture of basic precious and other non-ferrous metals;d7a05628bc657cd1b3f78a57b3ca61c4;SSP5-Base-2030;GLO;aluminium;market for aluminium, primary, cast alloy slab from continuous casting;aluminium, primary, cast alloy slab from continuous casting;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;e4ef1f44399e24c8fa269ccd7fb76ccc;SSP5-Base-2030;Europe without Switzerland;cement;market for cement, CEM IV/B;cement, CEM IV/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;97c35e6b7abf482da6d61f869891236a;SSP5-Base-2030;MEA;cement;market for cement, CP II-F;cement, CP II-F;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7c71a988859747d8b8db644dc8651219;SSP5-Base-2030;USA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;612a9183c7bac2685fb87a699974c8aa;SSP5-Base-2030;GLO;helium;market for helium;helium;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;85bf8ff9739c59f7dc8cccde0d0e2486;SSP5-Base-2030;IAI Area, EU27 & EFTA;aluminium;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kilogram
37540: Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;construction materials/bricks;2395:Manufacture of articles of concrete, cement and plaster;2706c72e9fd70ec905b3b3c565410e6e;SSP5-Base-2030;GLO;sand;market for sand-lime brick;sand-lime brick;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e7bb282744e6bbf0ab868a80ba3ce1bd;SSP5-Base-2030;HU;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";a1efd43d1cb0bb60e73776540e2b96e1;SSP5-Base-2030;US;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;bde1b9551d60478daf31b0f886b13a7a;SSP5-Base-2030;USA;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";7845ed1832169311d801fdda085439ff;SSP5-Base-2030;AZ;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
39363: Waste and scrap of aluminium;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;4d8675c96becfc0c67bec09e59b6330d;SSP5-Base-2030;RoW;aluminium;market for aluminium in car shredder residue;aluminium in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;75e4979467514c55ac4e919ef5612787;SSP5-Base-2030;REF;cement;market for cement, CP II-F;cement, CP II-F;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;53451d219c4446df9d49774f12551ec7;SSP5-Base-2030;NEU;cement;market for cement mortar;cement mortar;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";af7929b977949d47873d533201e9c654;SSP5-Base-2030;ES;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;55ff1e12cba44498ac1a3757275e1093;SSP5-Base-2030;IND;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;8e596b319aaf5c68cea00d74bd18d908;SSP5-Base-2030;GLO;magnesium;market for magnesium-alloy, AZ91;magnesium-alloy, AZ91;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";adee2d8427750b2e3bab903e8a48dab7;SSP5-Base-2030;LY;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8669c1a60ee34f218602c8a8b28b09e9;SSP5-Base-2030;SSA;cement;market for cement, Portland;cement, Portland;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1ea2b01794294541bcf5bd8398bc84db;SSP5-Base-2030;OAS;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;dd33ce077ae546f6823608803e166d41;SSP5-Base-2030;CHA;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";784f73d972061c425989938ae16aaa52;SSP5-Base-2030;GLO;aluminium;market for aluminium removed by milling, average;aluminium removed by milling, average;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;f2828c74472a65557f25bd054c02fc01;SSP5-Base-2030;GLO;zinc;market for zinc sulfide;zinc sulfide;kilogram
39363: Waste and scrap of aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;f1a65e37d64e0d15c6275f566334e6d2;SSP5-Base-2030;RoW;aluminium;market for aluminium scrap, new;aluminium scrap, new;kilogram
346: Fertilizers and pesticides;chemicals/inorganics;0891:Mining of chemical and fertilizer minerals;4a61290db042f90ac7e28c9428ccd272;SSP5-Base-2030;GLO;borates;market for calcium borates;calcium borates;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";metals/extraction;2011:Manufacture of basic chemicals;22ca1e4b597f6f8618b1b2e614df2954;SSP5-Base-2030;GLO;tellurium;market for tellurium, semiconductor-grade;tellurium, semiconductor-grade;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";metals/extraction;2011:Manufacture of basic chemicals;de42c824f46fc684a70a53bccfdba6d0;SSP5-Base-2030;GLO;gallium;market for gallium, semiconductor-grade;gallium, semiconductor-grade;kilogram
39364: Waste and scrap of lead;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;7ba3db3ab4d071cfd4ba6a9e83c0741e;SSP5-Base-2030;RoW;lead;market for lead in car shredder residue;lead in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;72a8bbdbee50f329b7ba642f429722ba;SSP5-Base-2030;CH;cement;market for cement, CEM IV/A;cement, CEM IV/A;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";45fd3a28362b42b4a78e5c19d396dfe5;SSP5-Base-2030;REF;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […];metals/extraction;0729:Mining of other non-ferrous metal ores;a20be73eef30e9d555ae126bea5ca4f5;SSP5-Base-2030;GLO;silver;market for silver, unrefined;silver, unrefined;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;bf86ce8df62b9874946278b1fe540515;SSP5-Base-2030;CA-QC;cement;market for cement, unspecified;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;212b72d246519d4f49d583bd75a15a28;SSP5-Base-2030;ZA;cement;market for cement, CEM II/A-L;cement, CEM II/A-L;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";1444f184868f4fc89f9df56e29adef87;SSP5-Base-2030;EUR;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;f3e8140d70b948f8aad308fab98b0cce;SSP5-Base-2030;MEA;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;5a07b5c0a0c70e0c2725623d538d4aa1;SSP5-Base-2030;GLO;uranium;market for uranium, enriched 4%, in fuel element for light water reactor;uranium, enriched 4%, in fuel element for light water reactor;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;6c8f5eb335764913a29c3e0df3361a3d;SSP5-Base-2030;MEA;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";b9ed569ca351f4620cfe5b8fbd1e3bb7;SSP5-Base-2030;FI;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c31127124855791502e1222173ce05da;SSP5-Base-2030;Europe without Switzerland;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;6ed608e2fe9a4d8dbb7c7a0f053d089c;SSP5-Base-2030;NEU;cement;market for cement, CP II-F;cement, CP II-F;kilogram
39365: Waste and scrap of zinc;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;483572fae73ee57a81454163c61805a0;SSP5-Base-2030;RoW;zinc;market for zinc in car shredder residue;zinc in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;291bdf73544cc33171ae7fca0da8fbd7;SSP5-Base-2030;BR;cement;market for cement, Portland;cement, Portland;kilogram
16390: Other minerals n.e.c.;chemicals/inorganics;0899:Other mining and quarrying n.e.c.;fd558441fc3d04fe59887ab30ce51119;SSP5-Base-2030;GLO;graphite;market for graphite;graphite;kilogram
41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […];metals/extraction;0729:Mining of other non-ferrous metal ores;e82e91c0b572e044b71a69b32bf53388;SSP5-Base-2030;GLO;silver;market for silver;silver;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";75e3ed3c6dc340e4b68545c810034fe4;SSP5-Base-2030;CHA;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";0602f12a771029d20a9d0b93b6d798b3;SSP5-Base-2030;GLO;aluminium;market for aluminium removed by turning, primarily roughing, computer numerical controlled;aluminium removed by turning, primarily roughing, computer numerical controlled;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;4c4727c470c64aef8bc1478b349be787;SSP5-Base-2030;GLO;lithium;market for lithium carbonate, battery grade;lithium carbonate, battery grade;kilogram
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;23a78e3f21c2a544a2654c1b892a6237;SSP5-Base-2030;IN;cement;market for cement, Portland Slag;cement, Portland Slag;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;43e7173ce43444949b6305e4c63d47a0;SSP5-Base-2030;OAS;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ecaaf3f0bf993b8cf8895497daf122c7;SSP5-Base-2030;CH;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;36ee255c9326a9287812b59994bac393;SSP5-Base-2030;GLO;hafnium;market for hafnium tetrachloride;hafnium tetrachloride;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";chemicals/inorganics;1920:Manufacture of refined petroleum products;66814f5fb5f9c09b255b7dd66419e271;SSP5-Base-2030;RER;hydrogen;market for hydrogen, liquid;hydrogen, liquid;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1172f1c3451b4af1b59caec5a764e26d;SSP5-Base-2030;USA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;64178a029c6f44209c2fde65cf43f818;SSP5-Base-2030;CAZ;cement;market for cement, CP II-E;cement, CP II-E;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c86eae13c474ab381175f4e967d1a5d7;SSP5-Base-2030;BR;cement;market for cement, CP III;cement, CP III;kilogram
342: Basic inorganic chemicals n.e.c.;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;e792832186cc7dd78939132f03d8d615;SSP5-Base-2030;GLO;cadmium;market for cadmium;cadmium;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;a96ea53cf5e84b96855dfcc913f21802;SSP5-Base-2030;LAM;cement;market for cement mortar;cement mortar;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;0359b9f53c1748fac3950af176ff31bf;SSP5-Base-2030;RoW;magnesium;market for magnesium, for reuse in titanium sponge production;magnesium, for reuse in titanium sponge production;kilogram
15310: Natural sands;construction materials/additives;0810:Quarrying of stone, sand and clay;72f0fb1669cc82aed89e97ac2d612d0b;SSP5-Base-2030;RoW;sand;market for sand;sand;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;1de1557745b5a6c04efe732661089f69;SSP5-Base-2030;RoW;aluminium;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kilogram
39364: Waste and scrap of lead;waste management/residual material landfill;3822:Treatment and disposal of hazardous waste;467e2807c618b1740f07d06dd20282dc;SSP5-Base-2030;GLO;lead;market for lead smelter slag;lead smelter slag;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;8e0db734c64142998a91a16f7fbf4f63;SSP5-Base-2030;JPN;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
39363: Waste and scrap of aluminium;;3830:Materials recovery;564ac34ef90827bc16d1920c783e2922;SSP5-Base-2030;Europe without Switzerland;aluminium;market for aluminium, in mixed metal scrap;aluminium, in mixed metal scrap;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;9fb6d584a53d408fa87ee71ebc76eda0;SSP5-Base-2030;SSA;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;b93fe189565844ceb23d3f60a14e84c0;SSP5-Base-2030;EUR;cement;market for cement, unspecified;cement, unspecified;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1bf3cfd0ca744a66950bbc3cd194172c;SSP5-Base-2030;JPN;cement;market for cement, type general use;cement, type general use;kilogram
12010: Petroleum oils and oils obtained from bituminous minerals, crude;;4661:Wholesale of solid, liquid and gaseous fuels and related products;80fcca8589fedf2ca441140bb8c913e6;SSP5-Base-2030;RNA;petroleum;market for petroleum;petroleum;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";3ebc6df81d3f4f4eab966777e2c78f52;SSP5-Base-2030;CAZ;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
37540: Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;construction materials/others;2395:Manufacture of articles of concrete, cement and plaster;44e9f6ebca2558a9e48f95ccea4b8944;SSP5-Base-2030;GLO;cement;market for cement tile;cement tile;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;6c703ffbe66a414db3470afbb2b63fb7;SSP5-Base-2030;REF;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;eda351b7a8d6451485b366a5a9d49a1b;SSP5-Base-2030;NEU;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;6004a87ea9794668b0b89a17f5a8e8fb;SSP5-Base-2030;CAZ;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";389830f86cc0e0c2333167bdb9c57037;SSP5-Base-2030;GLO;chromium;market for chromium steel removed by drilling, conventional;chromium steel removed by drilling, conventional;kilogram
