name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for gypsum, mineral;gypsum, mineral;SSP5-PkBudg500-2030;kilogram;;RoW;bb08ec2391fe658ef16b97668885c871;;8100;Quarrying of stone, sand and clay;15200;"Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of[…]";OreMinFuel;Ores, minerals & fuels
market for capacitor, electrolyte type, > 2cm height;capacitor, electrolyte type, > 2cm height;SSP5-PkBudg500-2030;kilogram;;GLO;8365d8ebdc32cb51795f874fef220c90;;26100;Manufacture of electronic components and boards;47110;Electrical capacitors;MachElecTrans;Metal/electronic equipments & parts
market for steel, low-alloyed, hot rolled;steel, low-alloyed, hot rolled;SSP5-PkBudg500-2030;kilogram;;GLO;a0bd454544d5b0919de48edec5c458e7;;24100;Manufacture of basic iron and steel;41210;Flat-rolled products of steel, not further worked than hot-rolled;MetalAlloy;Basic metals & alloys, their semi-finished products
market for dichloromethane;dichloromethane;SSP5-PkBudg500-2030;kilogram;;RoW;d29f23158063dc97d4731f384167cbed;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for sawnwood, board, softwood, raw, dried (u=10%);sawnwood, board, softwood, raw, dried (u=10%);SSP5-PkBudg500-2030;cubic meter;;RoW;6acf5ebec1c9b2608349c40a18cf5729;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for cyanuric chloride;cyanuric chloride;SSP5-PkBudg500-2030;kilogram;;GLO;f32ba57ebce8c08759275f740a88f370;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for oat grain, feed;oat grain, feed;SSP5-PkBudg500-2030;kilogram;;GLO;fa7984b75011b60d4976e9a486e70f4b;;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for spent activated carbon, granular;spent activated carbon, granular;SSP5-PkBudg500-2030;kilogram;;GLO;8384c93d32ba8af571a4458aa4d0ab0d;;20290;Manufacture of other chemical products n.e.c.;39000;Wastes or scraps;AgriForeAnim;Agricultural & forestry products
market for acetone cyanohydrin;acetone cyanohydrin;SSP5-PkBudg500-2030;kilogram;;RoW;9bb1afb4319dc8b8e27b49ca18b7a32a;;20130;Manufacture of plastics and synthetic rubber in primary forms;34100;Basic organic chemicals;Chemical;Chemical products
market for cement tile;cement tile;SSP5-PkBudg500-2030;kilogram;;GLO;44e9f6ebca2558a9e48f95ccea4b8944;;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for flax plant, harvested;flax plant, harvested;SSP5-PkBudg500-2030;kilogram;;GLO;00dda7e95d471e3da6295521c7be8681;;1160;Growing of fibre crops;1920;Fibre crops;AgriForeAnim;Agricultural & forestry products
market for carrot seed, Swiss integrated production, at farm;carrot seed, Swiss integrated production, at farm;SSP5-PkBudg500-2030;kilogram;;GLO;4b996bcd1f356b41865616e8439b2333;;1130;Growing of vegetables and melons, roots and tubers;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market for light fuel oil;light fuel oil;SSP5-PkBudg500-2030;kilogram;;RoW;7cd1b890347dc47f4e8e4a976cfbe587;;19200;Manufacture of refined petroleum products;33370;Fuel oils n.e.c.;OreMinFuel;Ores, minerals & fuels
market for alkyd paint, white, without water, in 60% solution state;alkyd paint, white, without water, in 60% solution state;SSP5-PkBudg500-2030;kilogram;;RoW;bfe0be72ba99530828042b5ccd7d26a9;;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for fibre, polyester;fibre, polyester;SSP5-PkBudg500-2030;kilogram;;GLO;a09e2b3f43dab96cacc1dd4bab15e737;;20300;Manufacture of man-made fibres;35510;Synthetic filament tow and staple fibres, not carded or combed;PlastRub;Plastics & rubber products
market for chloroacetic acid;chloroacetic acid;SSP5-PkBudg500-2030;kilogram;;RoW;c9ac9c259c64ccbb591a55ffc083ac0f;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for wood chips, wet, measured as dry mass;wood chips, wet, measured as dry mass;SSP5-PkBudg500-2030;kilogram;;RoW;a00da55ec426b4f1743ae9908d383ca4;;2200;Logging;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market for vanilla;vanilla;SSP5-PkBudg500-2030;kilogram;;GLO;450779bb9841c9b9ba181f94dedeb964;;1280;Growing of spices, aromatic, drug and pharmaceutical crops;1658;Vanilla, raw;AgriForeAnim;Agricultural & forestry products
market for barley grain, feed, organic;barley grain, feed, organic;SSP5-PkBudg500-2030;kilogram;;GLO;cf359d5de770ce4e5d07aeed5128f8be;;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for kerosene;kerosene;SSP5-PkBudg500-2030;kilogram;;RoW;bc7f779d70f586e74ee4ab7ce9315c36;;19200;Manufacture of refined petroleum products;33340;Kerosenes;OreMinFuel;Ores, minerals & fuels
market for clinker;clinker;SSP5-PkBudg500-2030;kilogram;;World;23d95b0754b743ee95d22bdc35902a7c;;23940;Manufacture of cement, lime and plaster;37430;Cement clinkers;GlasNonMetal;Glass & other non-metallic products
market for building, multi-storey;building, multi-storey;SSP5-PkBudg500-2030;cubic meter;;GLO;6c31cc8ee2de328bdad350223ea1778e;;41000;Construction of buildings;53100;Buildings;Construction;Construction
market for transformer, low voltage use;transformer, low voltage use;SSP5-PkBudg500-2030;kilogram;;GLO;50f85c1ecc6d9c078cd9fbc1424333c2;;27100;Manufacture of electric motors, generators, transformers and electricity di;46121;Electrical transformers;MachElecTrans;Metal/electronic equipments & parts
market for ethyl acetate;ethyl acetate;SSP5-PkBudg500-2030;kilogram;;GLO;c9987e7e2a4e4e4a61e9ad6b871f73b5;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for maize silage, organic;maize silage, organic;SSP5-PkBudg500-2030;kilogram;;GLO;94e21726c4d74fec0a121481ec7a8de5;;1190;Growing of other non-perennial crops;1911;Maize for forage and silage;AgriForeAnim;Agricultural & forestry products
market for ammonium carbonate;ammonium carbonate;SSP5-PkBudg500-2030;kilogram;;RoW;2d84b375d597e8610215031178e3992a;;20120;Manufacture of fertilizers and nitrogen compounds;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for fatty acid methyl ester;fatty acid methyl ester;SSP5-PkBudg500-2030;kilogram;;RoW;3a6586952eff793738eef72743703e90;;19200;Manufacture of refined petroleum products;35491;Biodiesel;Chemical;Chemical products
market for fan, for power supply unit, desktop computer;fan, for power supply unit, desktop computer;SSP5-PkBudg500-2030;kilogram;;GLO;086665f89ac73409b2902947e7c9a8f1;;26100;Manufacture of electronic components and boards;47170;Parts for the goods of classes 4711, 4712 and 4714 to 4716;MachElecTrans;Metal/electronic equipments & parts
market for sunflower seed;sunflower seed;SSP5-PkBudg500-2030;kilogram;;GLO;17f06bc48606a8fe4e657002a7d8d2d8;;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1445;Sunflower seed;AgriForeAnim;Agricultural & forestry products
market for ethanol, without water, in 99.7% solution state, from ethylene;ethanol, without water, in 99.7% solution state, from ethylene;SSP5-PkBudg500-2030;kilogram;;RoW;6ab0c8da4712821cea8df4936316f958;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for oxygen, liquid;oxygen, liquid;SSP5-PkBudg500-2030;kilogram;;RoW;7b1c78870de54bd3dd8e2c44e512eea2;;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for acrylonitrile-butadiene-styrene copolymer;acrylonitrile-butadiene-styrene copolymer;SSP5-PkBudg500-2030;kilogram;;GLO;cbc24cb2d2368cc993decfd82de23b7f;;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market for potato seed, organic, for setting;potato seed, organic, for setting;SSP5-PkBudg500-2030;kilogram;;GLO;9f621a2c9e11a37aaa78c0b71472dda8;;1640;Seed processing for propagation;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market for tungsten concentrate;tungsten concentrate;SSP5-PkBudg500-2030;kilogram;;GLO;50faad177fd95b72f6d2f5ea917e0692;;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for iron(III) sulfate, without water, in 12.5% iron solution state;iron(III) sulfate, without water, in 12.5% iron solution state;SSP5-PkBudg500-2030;kilogram;;GLO;a56f929c159ded22d07e41d989d47212;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for sodium hydrosulfide;sodium hydrosulfide;SSP5-PkBudg500-2030;kilogram;;GLO;ecb3eb6dd29c385a2b6d77c7b69f0b78;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for sodium nitrate, unrefined;sodium nitrate, unrefined;SSP5-PkBudg500-2030;kilogram;;GLO;1a9da562ab955a6e84c8b72cd1e93fb3;;20120;Manufacture of fertilizers and nitrogen compounds;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market for sodium nitrate;sodium nitrate;SSP5-PkBudg500-2030;kilogram;;GLO;e5e39733e93e6d0dd9f39ac6ebfdc76b;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for wire drawing, copper;wire drawing, copper;SSP5-PkBudg500-2030;kilogram;;GLO;d6369e6d8436b2dae14e1320d15428ef;;24200;Manufacture of basic precious and other non-ferrous metals;41513;Wire of copper;MetalAlloy;Basic metals & alloys, their semi-finished products
market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;SSP5-PkBudg500-2030;kilogram;;RoW;c16dcffc37a27b5c02dee528e97c03e8;;20110;Manufacture of basic chemicals;35491;Biodiesel;Chemical;Chemical products
market for containerboard, fluting medium;containerboard, fluting medium;SSP5-PkBudg500-2030;kilogram;;RoW;b8c928211d3f7530284b95ec0b9f5799;;17020;Manufacture of corrugated paper and paperboard and of containers of paper a;32151;Corrugated paper and paperboard;ProcBio;Pulp & paper
market for cork, raw;cork, raw;SSP5-PkBudg500-2030;kilogram;;RoW;8f7d47730da3b998355ae79a82610c7b;;2300;Gathering of non-wood forest products;3220;Natural cork, raw or simply prepared;AgriForeAnim;Agricultural & forestry products
market for cathode-ray tube, cathode ray tube display;cathode-ray tube, cathode ray tube display;SSP5-PkBudg500-2030;kilogram;;GLO;eeaa66ad54e0788cbd9d28ee5acec707;;26200;Manufacture of computers and peripheral equipment;47140;Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes);MachElecTrans;Metal/electronic equipments & parts
market for frozen fish sticks, hake;frozen fish sticks, hake;SSP5-PkBudg500-2030;kilogram;;GLO;17ce6f33882f71849efa24d4fa8b9bce;;10750;Manufacture of prepared meals and dishes;21223;Fish meat, whether or not minced, frozen;ProcBio;Food & beverages, animal feed
market for phosphorous chloride;phosphorous chloride;SSP5-PkBudg500-2030;kilogram;;RoW;0c00791660d0e10b94370406e5633772;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for tetrachloroethylene;tetrachloroethylene;SSP5-PkBudg500-2030;kilogram;;RoW;ea055e0bb8c68348475de49d74a5807b;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for latex;latex;SSP5-PkBudg500-2030;kilogram;;RoW;a23ff5a5512f239248b86d5706a7c4e4;;20130;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market for used nitrate salts, for solar power application;used nitrate salts, for solar power application;SSP5-PkBudg500-2030;kilogram;;GLO;afee9b708d26656398e819c28a1ec87f;;42200;Construction of utility projects;35490;Other chemical products;Chemical;Chemical products
market for corrugated board box;corrugated board box;SSP5-PkBudg500-2030;kilogram;;RoW;b429b7efad1f2d6f493e1fbefce87d38;;17020;Manufacture of corrugated paper and paperboard and of containers of paper a;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
market for nitrous dioxide;nitrous dioxide;SSP5-PkBudg500-2030;kilogram;;RoW;b2618aec43046797a3a467473afa77b7;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for coconut husk;coconut husk;SSP5-PkBudg500-2030;kilogram;;GLO;94c1cb9e760faf73987ffea6c08cfcf1;;1610;Support activities for crop production;1913;Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets;AgriForeAnim;Agricultural & forestry products
market for sodium sulfate, anhydrite;sodium sulfate, anhydrite;SSP5-PkBudg500-2030;kilogram;;RoW;25d47ea413b0aa231026b5c31e293962;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for palm date, organic;palm date, organic;SSP5-PkBudg500-2030;kilogram;;GLO;f707f43892f41e66ff76720e71589834;;1220;Growing of tropical and subtropical fruits;1314;Dates;AgriForeAnim;Agricultural & forestry products
market for brass removed by turning, average, conventional;brass removed by turning, average, conventional;SSP5-PkBudg500-2030;kilogram;;GLO;89da54eb733d475b6ff6e7b0b0ee4739;;25920;"Treatment and coating of metals; machining";39360;Waste and scrap of other metals;AgriForeAnim;Agricultural & forestry products
market for natural gas, unprocessed, at extraction;natural gas, unprocessed, at extraction;SSP5-PkBudg500-2030;cubic meter;;GLO;c54d38f7558de3092720c7cce5fe1cb4;;6200;Extraction of natural gas;12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
market for fibre cement facing tile, large format;fibre cement facing tile, large format;SSP5-PkBudg500-2030;kilogram;;GLO;79d4b6da91f4d0b639f4c9f8d20661a2;;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for brass;brass;SSP5-PkBudg500-2030;kilogram;;RoW;4d9da62dfbcd84bb1e6d011b4e3b7139;;24200;Manufacture of basic precious and other non-ferrous metals;40000;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
market for battery, NiMH, rechargeable, prismatic;battery, NiMH, rechargeable, prismatic;SSP5-PkBudg500-2030;kilogram;;GLO;7f8f93c360476060c84904320cdcb76d;;27200;Manufacture of batteries and accumulators;46420;Electric accumulators;MachElecTrans;Metal/electronic equipments & parts
