;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
7d17a0ec84ea7ba207d47020a46144d3;GLO;SSP5-Base-2040;7d17a0ec84ea7ba207d47020a46144d3;market for electric parts, mini CHP plant;electric parts, mini CHP plant;unit;124.99679187206942;4.0070850918554495;0.8368338907786605;4.816431523689828e-06;2.6745105059031564e-06;0.001916297317927919;42.0617506100594;;;
087dfa6d07100c06dc1c645a8ac4f125;GLO;SSP5-Base-2040;087dfa6d07100c06dc1c645a8ac4f125;market for coriander;coriander;kilogram;0.15644233526406026;0.00011966837714575063;0.0002715577074207232;5.967016450633222e-10;3.964371438338086e-09;6.143798693109205e-07;0.012592968891203812;;;
67630121f211c6ebf74e065e1fda9b78;RoW;SSP5-Base-2040;67630121f211c6ebf74e065e1fda9b78;market for sugarcane;sugarcane;kilogram;0.0410143528129534;4.3347966516028124e-05;8.718268860690637e-05;1.7308044030707302e-10;1.4670019236527786e-09;2.4543684530055407e-07;0.0030203850654742805;;;
1bb0afe88c73e144ef02fa79095a7761;GLO;SSP5-Base-2040;1bb0afe88c73e144ef02fa79095a7761;market for ferry;ferry;unit;9827429.600592913;95270.12828701301;55939.65133851151;0.12512759639604276;0.06642461504510476;74.17578726882962;1535642.149281702;;;
6b5fbd50873691cd0c8e02114baa15a7;GLO;SSP5-Base-2040;6b5fbd50873691cd0c8e02114baa15a7;market for cobalt carbonate;cobalt carbonate;kilogram;206.15300935434152;1.7414051534125519;0.13155429334139218;4.50216800147867e-06;1.3224308523727843e-07;0.00010627868665324544;4.690480316962679;;;
2e8a37bef97d3c0329d871698831d467;GLO;SSP5-Base-2040;2e8a37bef97d3c0329d871698831d467;market for phosphorus, white, liquid;phosphorus, white, liquid;kilogram;4.7443258612938575;0.006100812694633221;0.009814390090907472;2.7312818064378996e-07;5.0108178344600834e-08;2.1524329162287666e-05;0.858498402916208;;;
ba52b3e52af40933affa2965307092b1;GLO;SSP5-Base-2040;ba52b3e52af40933affa2965307092b1;market for benzene;benzene;kilogram;0.112637663277351;0.0001284103605873214;0.008163901667128779;6.244406269604251e-10;7.799052927447742e-09;3.795275425673167e-06;0.5600231912891518;;;
ee00cbb70fdbb040f04ef43047405a93;RoW;SSP5-Base-2040;ee00cbb70fdbb040f04ef43047405a93;market for sewage sludge, dried;sewage sludge, dried;kilogram;-0.048269020998501735;-2.431261132859303e-05;-3.833699029808379e-05;-5.649176245041329e-11;-6.219788684795913e-11;-2.7705726393984655e-08;-0.0015327634612804974;;;
dbcd34cc6eac2909da3c1435cd5b15c7;GLO;SSP5-Base-2040;dbcd34cc6eac2909da3c1435cd5b15c7;market for heat and power co-generation unit, organic Rankine cycle, 3MW electrical;heat and power co-generation unit, organic Rankine cycle, 3MW electrical;unit;1247046.1604818199;3257.2788579146945;4472.316350449736;0.003243239589098742;0.0024078328078123742;2.5617721070890997;48410.65596372306;;;
a72a58bb5807198d90aa78fc85a35196;GLO;SSP5-Base-2040;a72a58bb5807198d90aa78fc85a35196;market for mepiquat chloride;mepiquat chloride;kilogram;2.6491018851573176;0.00522364827450021;0.014791649607826396;5.057546378010867e-08;3.611874106539773e-08;1.715579818860361e-05;1.2055035011406918;;;
7c94299585fd4bd7fcb3671c36cd1618;RoW;SSP5-Base-2040;7c94299585fd4bd7fcb3671c36cd1618;market for xylene;xylene;kilogram;0.17915834953948456;9.133256757626999e-05;0.0077141129345195325;2.72505167111386e-10;6.488361447602642e-09;2.7086975824871133e-06;0.5800880418526433;;;
a6fcb3a42fb979df053faa92714bcc93;GLO;SSP5-Base-2040;a6fcb3a42fb979df053faa92714bcc93;market for furnace, wood chips, with silo, 300kW;furnace, wood chips, with silo, 300kW;unit;237848.93044952082;159.69175057256032;35.92629223398711;0.00017684901259203877;0.00012104064646931073;0.1057445146757677;2100.614715803228;;;
a17031f63bd3ea4270184c9e2c49572a;RoW;SSP5-Base-2040;a17031f63bd3ea4270184c9e2c49572a;market for lime;lime;kilogram;0.018241646971122218;2.2913572656261704e-05;9.120285127397785e-05;2.8158662436994383e-10;1.8582674813282218e-10;1.5667641678427113e-07;0.002960208365990234;;;
eff42b5c1d60d5c75c7d7518f9fe794d;GLO;SSP5-Base-2040;eff42b5c1d60d5c75c7d7518f9fe794d;market for gas motor, 206kW;gas motor, 206kW;unit;1865.937133912702;14.070209409377888;3.206659491497519;2.315610718949103e-05;1.7338483816463244e-05;0.030256557462815938;416.7880805814813;;;
9eabe293c2b234a56febae8b0c24fd96;GLO;SSP5-Base-2040;9eabe293c2b234a56febae8b0c24fd96;market for fraction 1 from naphtha separation;fraction 1 from naphtha separation;kilogram;0.5738003432352277;0.0007057624632954166;0.005950760479997508;4.437402016843095e-09;5.979713018845182e-09;2.6207430036956813e-06;0.6378341360943729;;;
5bfcf5c41aafd5a0d8c2df1b65755d9c;RoW;SSP5-Base-2040;5bfcf5c41aafd5a0d8c2df1b65755d9c;market for lightweight concrete block, expanded vermiculite;lightweight concrete block, expanded vermiculite;kilogram;0.22487578500932842;0.000657126895873048;0.0007906882507416221;1.393040487841933e-09;2.849619088177257e-09;1.4215971881941739e-06;0.04160482375372366;;;
ce46010872bb7cb6e31db24f472013d9;GLO;SSP5-Base-2040;ce46010872bb7cb6e31db24f472013d9;market for high voltage system, for Li-ion battery;high voltage system, for Li-ion battery;kilogram;52.93512128171521;0.12028279854784645;0.12346191587190825;2.1246808819698029e-07;1.7920282016641919e-07;0.0001635624040224277;1.6895814107953535;;;
9a5d8b504b687999106456a802f9075e;GLO;SSP5-Base-2040;9a5d8b504b687999106456a802f9075e;market for acrylonitrile;acrylonitrile;kilogram;0.6638219107377552;0.0016677187958821778;0.008569989849349771;6.937662376526317e-09;1.467968817085741e-08;6.295246130829133e-06;0.6667470314336233;;;
b5931cc2f3f41e207813fb5d58e198f8;RoW;SSP5-Base-2040;b5931cc2f3f41e207813fb5d58e198f8;market for palm fruit bunch;palm fruit bunch;kilogram;0.09866165289703936;8.358617926987585e-05;0.00015620794584935235;2.907461612884138e-10;4.3825227890379795e-09;5.484301459756941e-07;0.0041312291109507565;;;
67d4895270858309aad2da86ddf21466;GLO;SSP5-Base-2040;67d4895270858309aad2da86ddf21466;market for potassium carbonate;potassium carbonate;kilogram;2.1110962616712383;0.00352594755240414;0.003825637394598942;4.228970221169073e-08;1.1976483644635502e-08;5.828675518112325e-06;0.2001389965304765;;;
8c4fbdb76de7bf12e3ad2e92111afc26;GLO;SSP5-Base-2040;8c4fbdb76de7bf12e3ad2e92111afc26;market for orange, fresh grade;orange, fresh grade;kilogram;1.098965167943982;0.0002895540045847758;0.0005591321906461666;1.0003668444054902e-09;4.007969849075349e-09;1.0126245934866035e-06;0.021916545529708075;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
680c75ffbba966f1344cc492eb3bd8ca;GLO;SSP5-Base-2040;680c75ffbba966f1344cc492eb3bd8ca;market for aluminium fluoride;aluminium fluoride;kilogram;0.6711431995560224;0.0008410566153747668;0.0015470844528382665;1.0588603681630635e-08;5.4492312050206254e-09;5.090902631969683e-06;0.09886030297357323;;;
db6db4cff0259b6f843098f57ea18be0;GLO;SSP5-Base-2040;db6db4cff0259b6f843098f57ea18be0;market for citric acid;citric acid;kilogram;0.14135981564102612;8.568490098596926e-05;0.00018240541790824066;2.756931696489886e-10;3.804358792405179e-08;1.747074754330075e-05;0.3445683769452421;;;
17f06bc48606a8fe4e657002a7d8d2d8;GLO;SSP5-Base-2040;17f06bc48606a8fe4e657002a7d8d2d8;market for sunflower seed;sunflower seed;kilogram;0.5324346356410437;0.000617474423638644;0.001774602309569779;2.762909509135662e-09;7.940332768418081e-08;3.969646580765824e-06;0.06742052170275085;;;
d6ee67d6489147ac50ee13233e989da5;RoW;SSP5-Base-2040;d6ee67d6489147ac50ee13233e989da5;market for concrete, 40MPa;concrete, 40MPa;cubic meter;526.4114974377137;0.372411994462601;0.4341069129589315;1.0744906108847722e-06;1.3410161061754008e-06;0.0005662570790141053;17.06514108007305;;;
b1149414246c4e3bf934774f5fc44ee6;GLO;SSP5-Base-2040;b1149414246c4e3bf934774f5fc44ee6;market for sodium bicarbonate;sodium bicarbonate;kilogram;2.3112550313120486;0.0009638806681986881;0.0010733598765761748;8.268366051940237e-09;7.7008625580118e-09;4.246593122029348e-06;0.056437592177824056;;;
6c7dbe385af932d9beaf7bec1e1acb84;GLO;SSP5-Base-2040;6c7dbe385af932d9beaf7bec1e1acb84;market for bisphenol A, powder;bisphenol A, powder;kilogram;1.3552492807629752;0.0012077438163226122;0.01025256050896799;2.2299180478589306e-08;1.4293835984274798e-08;6.762051717627711e-06;0.7211577897621575;;;
2429dcff71766f45fcd5a85d6c700c9b;RoW;SSP5-Base-2040;2429dcff71766f45fcd5a85d6c700c9b;market for cocoons;cocoons;kilogram;115.87831919451088;0.018391887799729275;0.03159620673011115;8.275446114418078e-08;2.000624957958868e-07;6.481964290022788e-05;0.9318451152923548;;;
ade0ce7c1f7fc711857862b076b0cf35;GLO;SSP5-Base-2040;ade0ce7c1f7fc711857862b076b0cf35;market for organic phosphorus fertiliser, as P2O5;organic phosphorus fertiliser, as P2O5;kilogram;0.5156314041496466;0.0002745338625651464;0.00046164199787593796;2.6896785868257112e-09;1.3204962266126639e-09;5.9877505945686e-07;0.020521462907801824;;;
c44447ec9b7a72217943165e42a6e56d;GLO;SSP5-Base-2040;c44447ec9b7a72217943165e42a6e56d;market for terbium oxide;terbium oxide;kilogram;1.8480117254295083;0.18122787553133465;0.19272499571773233;1.666477178074356e-05;2.3904912660671316e-08;9.804206645039311e-06;0.6666920116414194;;;
5f17a4bf434df7d4cb064d628604ad20;GLO;SSP5-Base-2040;5f17a4bf434df7d4cb064d628604ad20;market for pyrite ash;pyrite ash;kilogram;-0.1248728192817338;-6.80915801923942e-05;-0.00012528021934120182;-1.9192696400657165e-10;-2.0855221147263511e-10;-9.515778478651757e-08;-0.0047258695267705705;;;
44e9f6ebca2558a9e48f95ccea4b8944;GLO;SSP5-Base-2040;44e9f6ebca2558a9e48f95ccea4b8944;market for cement tile;cement tile;kilogram;0.1843615312220153;0.00017714143797196917;0.0003004387658543758;7.007134601834465e-10;1.0321438210429134e-09;4.5129989656452815e-07;0.010841425462970608;;;
bac40b926656baff52eb60fed430d551;RoW;SSP5-Base-2040;bac40b926656baff52eb60fed430d551;market for slab and siding, softwood, wet, measured as dry mass;slab and siding, softwood, wet, measured as dry mass;kilogram;0.06335290492664726;5.0394524083544255e-05;0.00012581508442611835;1.6919704443355446e-10;2.325029423809227e-09;5.652698682321675e-08;0.002767790999725004;;;
4b401f3ef3d0b6a0f699744d31aa94f1;GLO;SSP5-Base-2040;4b401f3ef3d0b6a0f699744d31aa94f1;market for soybean, organic;soybean, organic;kilogram;0.34426527929612655;0.0003446170252154634;0.0011476452917198038;2.2192578851017304e-09;4.018527690090768e-08;1.8151189544633996e-06;0.0336094238336959;;;
501372eaeaf04ca581f92b441d15275a;GLO;SSP5-Base-2040;501372eaeaf04ca581f92b441d15275a;market for fuel cell, polymer electrolyte membrane, 2kW electrical, future;fuel cell, polymer electrolyte membrane, 2kW electrical, future;unit;1089.8157679113147;5.662503819218818;4.77167965297893;2.781239690189252e-05;1.3913837186787633e-05;0.011132884250026644;182.18313475050144;;;
bc973795e320b3f63d1387067919c8de;GLO;SSP5-Base-2040;bc973795e320b3f63d1387067919c8de;market for shale brick;shale brick;kilogram;0.3042795059764042;0.0002669467605091159;0.0004960969174106111;1.9791332465059744e-09;1.0990330470072355e-09;1.2252750311972419e-06;0.02814188992938064;;;
211b60ae9a5935c893398ff31d5de84e;RoW;SSP5-Base-2040;211b60ae9a5935c893398ff31d5de84e;market for polyvinylidenchloride, granulate;polyvinylidenchloride, granulate;kilogram;1.8478392387159224;0.000511448880901482;0.593311550420567;1.5698458150467202e-09;2.1876925385508256e-08;1.402444650658458e-05;0.5156298624634822;;;
71fc223921f422412a7ed3ce993b6166;GLO;SSP5-Base-2040;71fc223921f422412a7ed3ce993b6166;market for inverter, 500kW;inverter, 500kW;unit;14970.421586566277;60.2437600993061;1260.2245394778417;0.00020731104133032236;0.00013237574541542592;0.11977845686189277;1541.362796186584;;;
77f55759f98009f12cda51b37397cbfe;GLO;SSP5-Base-2040;77f55759f98009f12cda51b37397cbfe;market for blower and heat exchange unit, Twl-700;blower and heat exchange unit, Twl-700;unit;617.6593875630494;1.9530203981070646;2.7427213925688694;8.965018296207202e-06;4.422230951253502e-06;0.003431914118774657;58.73248100960353;;;
214467e3e98bc99542fa622f2af30ab7;GLO;SSP5-Base-2040;214467e3e98bc99542fa622f2af30ab7;market for aircraft, dedicated freight, very short haul;aircraft, dedicated freight, very short haul;unit;1512885.8569121487;6842.63171971289;68853.04260842237;0.04907902540104839;0.03089526257460539;15.747571443781329;2584797.398784985;;;
72c62cd3c9600f3a70bbc76a2f78d62b;RoW;SSP5-Base-2040;72c62cd3c9600f3a70bbc76a2f78d62b;market for sawlog and veneer log, azobe, debarked, measured as solid wood;sawlog and veneer log, azobe, debarked, measured as solid wood;cubic meter;187.23278378248517;0.16013822837417271;0.819790279113781;3.3058627884946874e-07;5.495142296384607e-05;0.006343453574528763;21.533214823621403;;;
a6f3597a3c9245b47db59643f4def5e5;GLO;SSP5-Base-2040;a6f3597a3c9245b47db59643f4def5e5;market for silicon tetrahydride;silicon tetrahydride;kilogram;106.86765019198782;0.22532432188263563;0.3076281720200743;1.2938705039358256e-05;2.5165270987561885e-06;0.0014930275042222432;37.02630418534433;;;
7f8f93c360476060c84904320cdcb76d;GLO;SSP5-Base-2040;7f8f93c360476060c84904320cdcb76d;market for battery, NiMH, rechargeable, prismatic;battery, NiMH, rechargeable, prismatic;kilogram;47.47652917277129;1.0669559831162543;4.4060420238847;5.8924440581844655e-05;3.0150752968762573e-07;0.00020868784390449608;382.696481393796;;;
c9820348d16044596fdc0481d548c3d2;RoW;SSP5-Base-2040;c9820348d16044596fdc0481d548c3d2;market for wood preservative, creosote;wood preservative, creosote;kilogram;0.6314555172362313;0.0007062647348462704;0.000831236521673297;4.7519784022772595e-09;6.9365716463442e-09;4.438540792400671e-06;0.10287532223404164;;;
b61440712c3adde79aef39372b0c8a3f;RoW;SSP5-Base-2040;b61440712c3adde79aef39372b0c8a3f;market for sawlog and veneer log, softwood, debarked, measured as solid wood;sawlog and veneer log, softwood, debarked, measured as solid wood;cubic meter;9.489813094447213;0.03707065863728391;0.14529855634003683;4.156242392100999e-08;4.5018327142485946e-06;3.426258454363051e-05;1.8161648878171013;;;
fa7984b75011b60d4976e9a486e70f4b;GLO;SSP5-Base-2040;fa7984b75011b60d4976e9a486e70f4b;market for oat grain, feed;oat grain, feed;kilogram;0.38225348824034944;0.0004923360280922333;0.0010677166673591;3.006790687247583e-09;3.231275053897822e-08;1.6963734414205964e-06;0.03907467945936356;;;
a09e2b3f43dab96cacc1dd4bab15e737;GLO;SSP5-Base-2040;a09e2b3f43dab96cacc1dd4bab15e737;market for fibre, polyester;fibre, polyester;kilogram;1.914072158583611;0.0881799768987257;0.05036945270000637;3.6700117699056224e-08;1.5893135458494374e-08;7.385471420888417e-06;0.6534357307743012;;;
ba33d7ba71218e2d5a1a27a1b57e1dd9;GLO;SSP5-Base-2040;ba33d7ba71218e2d5a1a27a1b57e1dd9;market for copper sulfate;copper sulfate;kilogram;4.717365172343412;0.018579377221674128;0.006195952677871626;7.560803033246832e-08;9.777213935436756e-08;9.624837600581981e-05;0.40628787212039985;;;
19a480d38bf01436495ae2ed74d78fc9;GLO;SSP5-Base-2040;19a480d38bf01436495ae2ed74d78fc9;market for inductor, ring core choke type;inductor, ring core choke type;kilogram;11.865742282616791;0.5400034071063908;0.8805864900072329;7.012173645951553e-07;1.618111525202628e-07;9.019736339242478e-05;2.749932361929022;;;
e07a552237c71a878093a9fd8ed355af;RoW;SSP5-Base-2040;e07a552237c71a878093a9fd8ed355af;market for compressed air, 800 kPa gauge;compressed air, 800 kPa gauge;cubic meter;0.05513916397281464;0.00022405057489477902;0.0003220119899187279;3.3563938780353217e-09;9.123663162116897e-10;7.053599637958268e-07;0.008616014348415852;;;
3a734413223553f6e2336c00506e0370;RoW;SSP5-Base-2040;3a734413223553f6e2336c00506e0370;market for carbon tetrachloride;carbon tetrachloride;kilogram;0.17735102026334415;3.563433820489283e-05;0.019655216990692052;9.411098160654841e-11;8.092489380575622e-09;4.2977153326874796e-06;0.1698986935207605;;;
450779bb9841c9b9ba181f94dedeb964;GLO;SSP5-Base-2040;450779bb9841c9b9ba181f94dedeb964;market for vanilla;vanilla;kilogram;0.8448029103747274;0.0001894686914713296;0.0003307002736559695;3.9840877688516157e-10;1.759316654447188e-07;1.2789056496485422e-05;0.013730343131378964;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
c6a6d2b78b57469fae4b82a6a19a69c4;GLO;SSP5-Base-2040;c6a6d2b78b57469fae4b82a6a19a69c4;market for phenoxy-compound;phenoxy-compound;kilogram;3.1141603367887285;0.01440132123903645;0.01020686359828616;8.383403596758403e-08;2.513383155496977e-08;1.2413551553726019e-05;0.938679791104098;;;
f3be03db6ad2528cb4cb89ad5f469528;GLO;SSP5-Base-2040;f3be03db6ad2528cb4cb89ad5f469528;market for wheat seed, for sowing;wheat seed, for sowing;kilogram;0.3915539940616585;0.00040172054338560967;0.0010620548330083144;2.3864635366299468e-09;2.980292569747144e-08;2.409936276884505e-06;0.04061026212712284;;;
fc220c73a8fd0b18427b8906c0583178;GLO;SSP5-Base-2040;fc220c73a8fd0b18427b8906c0583178;market for hafnium sponge;hafnium sponge;kilogram;23.34721496934659;0.09371337297795176;0.024057576132797284;0.0003769412429455906;1.31811773262733e-07;0.00010201499583214753;2.6844171662585175;;;
63db705119c3aa9361831f6c724db371;GLO;SSP5-Base-2040;63db705119c3aa9361831f6c724db371;market for fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future;fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future;unit;184405.26844786282;1391.8863456267636;1503.2220875768273;0.07577634768022846;0.0007120223320400915;0.6577379732811764;400810.430572687;;;
0b5eb5e614c3cb3366c96126356958ce;GLO;SSP5-Base-2040;0b5eb5e614c3cb3366c96126356958ce;market for methyl formate;methyl formate;kilogram;0.9186398522495716;0.00153727324289267;0.004529942984572577;5.1508448656700506e-08;1.1504701570630976e-08;5.421169273340025e-06;0.5538209828778801;;;
acf665d13787149d4c1e71a8ae475b41;GLO;SSP5-Base-2040;acf665d13787149d4c1e71a8ae475b41;market for sheet rolling, aluminium;sheet rolling, aluminium;kilogram;0.1282727969100349;0.00021629891476501712;0.022546239471513768;1.0342024913701789e-08;2.0264147162327446e-09;9.9632293502401e-07;0.03326972376691212;;;
2f890c11604dc1b16ea8cd5e455bf8c8;GLO;SSP5-Base-2040;2f890c11604dc1b16ea8cd5e455bf8c8;market for battery, NaCl;battery, NaCl;kilogram;16.360225496289466;0.2022628607303666;0.12083076841845165;3.2744182888303485e-07;1.0676423280303101e-07;9.024382386050405e-05;0.9060909428781727;;;
ecb3eb6dd29c385a2b6d77c7b69f0b78;GLO;SSP5-Base-2040;ecb3eb6dd29c385a2b6d77c7b69f0b78;market for sodium hydrosulfide;sodium hydrosulfide;kilogram;1.3750426081180174;0.008231765953945149;0.002043259588163644;3.542180618194483e-08;9.867617741882965e-09;5.981587613098992e-06;0.1678571571065097;;;
4b3025c58b8e3d16b64507fdcda4219b;GLO;SSP5-Base-2040;4b3025c58b8e3d16b64507fdcda4219b;market for palm oil, refined;palm oil, refined;kilogram;1.4744626312408506;0.2741613218248713;0.002056960164718273;1.1154610214529558e-08;5.995447255972493e-08;9.082478309836175e-06;0.07018792042496778;;;
a7026b77c1d6ae96f99b82ec32be7612;GLO;SSP5-Base-2040;a7026b77c1d6ae96f99b82ec32be7612;market for explosive, tovex;explosive, tovex;kilogram;1.9984667317887839;0.01941786303029426;0.0035252653943775346;2.2707292288853177e-08;1.767491910552373e-08;8.70489554784415e-06;0.2347019422386164;;;
db0413d27e791eab59ab8577d188a8ef;GLO;SSP5-Base-2040;db0413d27e791eab59ab8577d188a8ef;market for printed wiring board, surface mounted, unspecified, Pb containing;printed wiring board, surface mounted, unspecified, Pb containing;kilogram;57.24813193579811;1.636967670780733;3.7849366491062955;5.014585364694984e-06;1.527730241975629e-06;0.0012670620013351059;16.378037277119027;;;
ef8dc86ad1d73c78cc94b9bd68a2f919;RoW;SSP5-Base-2040;ef8dc86ad1d73c78cc94b9bd68a2f919;market for cement, CEM III/B;cement, CEM III/B;kilogram;0.28097559240769543;0.000917691480906247;0.0003246900856026537;2.464796834367552e-09;1.6670139532110618e-09;7.408996594414593e-07;0.0194033948365287;;;
