activity type;code;name;database;reference product;unit;location;production amount;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
;ff80e9885b8f29ad9d81b02221589625;market for N-methyl-2-pyrrolidone;SSP1-PkBudg500-2040;N-methyl-2-pyrrolidone;kilogram;GLO;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;3f797041a2b9e296322084b716dca9fa;market for calcareous marl;SSP1-PkBudg500-2040;calcareous marl;kilogram;RoW;;8100;Quarrying of stone, sand and clay;15120;Marble and other calcareous monumental or building stone;OreMinFuel;Ores, minerals & fuels
;74a3370cdca748e28115aa91a34f81d9;market for amidosulfuron;SSP1-PkBudg500-2040;amidosulfuron;kilogram;GLO;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
;ce023279e15cce103b65525fa68bc53c;market for control cabinet, heat and power co-generation unit, 160kW electrical;SSP1-PkBudg500-2040;control cabinet, heat and power co-generation unit, 160kW electrical;unit;GLO;;28110;Manufacture of engines and turbines, except aircraft, vehicle and cycle eng;43150;Parts for the goods of classes 4311 to 4314;MachElecTrans;Metal/electronic equipments & parts
;7b9fc672c256b4bf825fe423670daae2;market for ammonium bicarbonate;SSP1-PkBudg500-2040;ammonium bicarbonate;kilogram;RoW;;20120;Manufacture of fertilizers and nitrogen compounds;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;7e43f3fba4352885296e272d3720aae1;market for generator, mini CHP plant;SSP1-PkBudg500-2040;generator, mini CHP plant;unit;GLO;;27100;Manufacture of electric motors, generators, transformers and electricity di;46100;Electric motors, generators and transformers, and parts thereof;MachElecTrans;Metal/electronic equipments & parts
;68f92cc0fe01df75edfb1e99f2be24c2;market for dimethyl sulfoxide;SSP1-PkBudg500-2040;dimethyl sulfoxide;kilogram;GLO;;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
;e3e3cbe9e498c875bb1db52e2e8b15b3;market for acetylene;SSP1-PkBudg500-2040;acetylene;kilogram;RoW;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;0cfadf0ecdbae67e7f4a0f1a5b1d173e;market for yttrium oxide;SSP1-PkBudg500-2040;yttrium oxide;kilogram;GLO;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
;89834bea4e77c7c027cf002361948441;market for sodium pyrophosphate;SSP1-PkBudg500-2040;sodium pyrophosphate;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;cbc24cb2d2368cc993decfd82de23b7f;market for acrylonitrile-butadiene-styrene copolymer;SSP1-PkBudg500-2040;acrylonitrile-butadiene-styrene copolymer;kilogram;GLO;;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
;f26980d768519c377a7ec264b866e732;market for refractory, basic, packed;SSP1-PkBudg500-2040;refractory, basic, packed;kilogram;GLO;;23910;Manufacture of refractory products;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
;fdc3aa0957da0e3ac1ddc7ecd32be77b;market for ammonium sulfate;SSP1-PkBudg500-2040;ammonium sulfate;kilogram;RoW;;20120;Manufacture of fertilizers and nitrogen compounds;34612;Ammonium sulphate;Chemical;Chemical products
;28d064dafa33526445db5d34e073c09d;market for air distribution terminal panel, steel, 120 m3/h;SSP1-PkBudg500-2040;air distribution terminal panel, steel, 120 m3/h;unit;GLO;;28190;Manufacture of other general-purpose machinery;43914;Filtering or purifying machinery and apparatus, for liquids or gases, except oil filters, petrol filters and a[…];MachElecTrans;Metal/electronic equipments & parts
;f7b2a1139e3e46e0b644dc8d78263c2a;market for mango seedling, for planting;SSP1-PkBudg500-2040;mango seedling, for planting;unit;GLO;;1300;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";AgriForeAnim;Agricultural & forestry products
;6bca334cb5420a1a5f4bb9728dede03b;market for kiwi;SSP1-PkBudg500-2040;kiwi;kilogram;GLO;;1250;Growing of other tree and bush fruits and nuts;1352;Kiwi fruit;AgriForeAnim;Agricultural & forestry products
;843565d2350c227b49c8a60ff4677524;market for weaving, synthetic fibre;SSP1-PkBudg500-2040;weaving, synthetic fibre;kilogram;GLO;;13120;Weaving of textiles;38450;"Fishing rods and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy ""birds"" […]";ProcBio;Textile
;1c184f38759c1eece1a9341c11e88b9c;market for trichloroborane;SSP1-PkBudg500-2040;trichloroborane;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;ae337939d6b260592d04d58fe36e3ce6;market for cadmium telluride, semiconductor-grade;SSP1-PkBudg500-2040;cadmium telluride, semiconductor-grade;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;66b9d2c86836e95212702a8621c42f22;market for bitumen adhesive compound, cold;SSP1-PkBudg500-2040;bitumen adhesive compound, cold;kilogram;GLO;;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
;495616378b5d9013197ab093e3181662;market for air filter, in exhaust air valve;SSP1-PkBudg500-2040;air filter, in exhaust air valve;unit;GLO;;28190;Manufacture of other general-purpose machinery;43914;Filtering or purifying machinery and apparatus, for liquids or gases, except oil filters, petrol filters and a[…];MachElecTrans;Metal/electronic equipments & parts
;8001feec0386a8799bb82f8536668b1d;market for pinto bean seed, for sowing;SSP1-PkBudg500-2040;pinto bean seed, for sowing;kilogram;GLO;;1640;Seed processing for propagation;1243;Broad beans and horse beans, green;AgriForeAnim;Agricultural & forestry products
;718e7075d4c0f2ec699ee9151572ce1e;market for bark chips, wet, measured as dry mass;SSP1-PkBudg500-2040;bark chips, wet, measured as dry mass;kilogram;RoW;;16100;Sawmilling and planing of wood;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
;9e1ea123cafede6854349be65d2d8f1f;market for carboxymethyl cellulose, powder;SSP1-PkBudg500-2040;carboxymethyl cellulose, powder;kilogram;GLO;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;61ca559a64688c9f7b0a90a4d269fc3e;market for meat and bone meal;SSP1-PkBudg500-2040;meat and bone meal;kilogram;RoW;;10100;Processing and preserving of meat;39110;Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory);AgriForeAnim;Agricultural & forestry products
;5e6eb11a36779ca8260536862517b2ce;market for ferronickel;SSP1-PkBudg500-2040;ferronickel;kilogram;GLO;;24100;Manufacture of basic iron and steel;41114;Ferro-nickel;MetalAlloy;Basic metals & alloys, their semi-finished products
;cd26bfa9e958212a0bc6f29ce2afc7b2;market for polycarbonate;SSP1-PkBudg500-2040;polycarbonate;kilogram;GLO;;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
;df0a085d35fbb3c69626b372cba649f2;market for calcium nitrate;SSP1-PkBudg500-2040;calcium nitrate;kilogram;RoW;;20120;Manufacture of fertilizers and nitrogen compounds;34615;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances;Chemical;Chemical products
;bcf5049a187400db6daa0690b47d5e6d;market for mandarin;SSP1-PkBudg500-2040;mandarin;kilogram;RoW;;1230;Growing of citrus fruits;1324;Tangerines, mandarins, clementines;AgriForeAnim;Agricultural & forestry products
;cca06f330b2f0002b29e399f586471ef;market for oxalic acid;SSP1-PkBudg500-2040;oxalic acid;kilogram;GLO;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
;e44d6f6a676cdfff45f5b9eece638152;market for silicon, electronics grade;SSP1-PkBudg500-2040;silicon, electronics grade;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;7aa2ccd470a6247189e567b66b199d6c;market for lettuce;SSP1-PkBudg500-2040;lettuce;kilogram;GLO;;1130;Growing of vegetables and melons, roots and tubers;1214;Lettuce and chicory;AgriForeAnim;Agricultural & forestry products
;c34074e3ca172f5dd0740f8e7e2b2054;market for aircraft, belly freight, short haul;SSP1-PkBudg500-2040;aircraft, belly freight, short haul;unit;GLO;;30300;Manufacture of air and spacecraft and related machinery;49623;Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg;MachElecTrans;Transport vehicles
;a716c203c8d5cf01bc72a2e443304c70;market for titanium sponge;SSP1-PkBudg500-2040;titanium sponge;kilogram;GLO;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
;f560285224256182fdc8756dd5a45f8b;market for glyoxal;SSP1-PkBudg500-2040;glyoxal;kilogram;RoW;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;10e21d33c3cffcabb5a566c1a47aa060;market for feldspar;SSP1-PkBudg500-2040;feldspar;kilogram;GLO;;8100;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
;28bc391f8a663b172cb48c3974710365;market for heat and power co-generation unit, 200kW electrical, common components for heat+electricity;SSP1-PkBudg500-2040;heat and power co-generation unit, 200kW electrical, common components for heat+electricity;unit;GLO;;42200;Construction of utility projects;53262;Power plants;Construction;Construction
;25845b1c19923d4693ac29b40668eb72;market for cumene;SSP1-PkBudg500-2040;cumene;kilogram;GLO;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
;241dbdff1d770af53dc3727e431c7d5e;market for tetrafluoroethylene;SSP1-PkBudg500-2040;tetrafluoroethylene;kilogram;GLO;;20130;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
;4f5f772cf9ed96500c00aea40e19977e;market for electric connector, peripheral type buss;SSP1-PkBudg500-2040;electric connector, peripheral type buss;kilogram;GLO;;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
;9bcbf9ff7b53d399fde53f1ee822cec5;market for glued laminated timber, average glue mix;SSP1-PkBudg500-2040;glued laminated timber, average glue mix;cubic meter;RoW;;16210;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
;46e81e7bf63d5ad310015aa7c7d2172a;market for 3-methylpyridine;SSP1-PkBudg500-2040;3-methylpyridine;kilogram;RoW;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;f31332c3601535bf2bfee086aca44c68;market for butene, mixed;SSP1-PkBudg500-2040;butene, mixed;kilogram;RoW;;19200;Manufacture of refined petroleum products;33421;Ethylene, propylene, butylene, butadiene;OreMinFuel;Ores, minerals & fuels
;d17c8eb4fb9e426dc327cec633ef6ea8;market for fibreboard, hard;SSP1-PkBudg500-2040;fibreboard, hard;cubic meter;RoW;;16210;Manufacture of veneer sheets and wood-based panels;31449;Other fibreboard;ProcBio;Wood, straw & cork
;de9d213ce13f4f537837dea3b4f9faf7;market for cathode, LFP, for Li-ion battery;SSP1-PkBudg500-2040;cathode, LFP, for Li-ion battery;kilogram;RoW;;20110;Manufacture of basic chemicals;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
;625a0ab003cb956e742e5f1e8d379eaf;market for nylon 6-6, glass-filled;SSP1-PkBudg500-2040;nylon 6-6, glass-filled;kilogram;RoW;;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
;02be5225269656c23401a6c824af1cfb;market for cement cast plaster floor;SSP1-PkBudg500-2040;cement cast plaster floor;kilogram;GLO;;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
;076f157d3912ee401ae16c508fd857a7;market for cottonseed oil, crude;SSP1-PkBudg500-2040;cottonseed oil, crude;kilogram;GLO;;10400;Manufacture of vegetable and animal oils and fats;21681;Cottonseed oil, crude;ProcBio;Food & beverages, animal feed
;43bb5cb888424ab5874434e7c2a52f8f;market for hydrogen, gaseous, 20-year period;SSP1-PkBudg500-2040;hydrogen, gaseous;kilogram;World;;19200;Manufacture of refined petroleum products;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
;00b4dc2977ce99664967210dfb501e20;market for EUR-flat pallet;SSP1-PkBudg500-2040;EUR-flat pallet;unit;RoW;;16230;Manufacture of wooden containers;31700;"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets a[…]";ProcBio;Wood, straw & cork
;ed0e31e286da2179a138ffe2d6ba7eab;market for pyrochlore concentrate;SSP1-PkBudg500-2040;pyrochlore concentrate;kilogram;GLO;;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
;a74b42864f1c49338c65c33e13be6143;market for hydrogen, gaseous, 40-year period;SSP1-PkBudg500-2040;hydrogen, gaseous;kilogram;World;;19200;Manufacture of refined petroleum products;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
;de42c824f46fc684a70a53bccfdba6d0;market for gallium, semiconductor-grade;SSP1-PkBudg500-2040;gallium, semiconductor-grade;kilogram;GLO;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
;617c133ea4ca61c2be1502415527c32e;market for reeled raw silk hank;SSP1-PkBudg500-2040;reeled raw silk hank;kilogram;GLO;;13110;Preparation and spinning of textile fibres;26110;Raw silk (not thrown);ProcBio;Textile
;6d673652ae29f74dc59fb0fc229bf6db;market for copper, anode;SSP1-PkBudg500-2040;copper, anode;kilogram;GLO;;24200;Manufacture of basic precious and other non-ferrous metals;41412;"Unrefined copper; copper anodes for electrolytic refining";MetalAlloy;Basic metals & alloys, their semi-finished products
;eb94e20c0297117949e1bddd83d7cc05;market for magnesium oxide;SSP1-PkBudg500-2040;magnesium oxide;kilogram;GLO;;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
;ac49fd5603dd7fa13b766c8a3a191c97;market for pomegranate;SSP1-PkBudg500-2040;pomegranate;kilogram;GLO;;1240;Growing of pome fruits and stone fruits;1359;Other fruits, n.e.c.;AgriForeAnim;Agricultural & forestry products
;fe95fe0e6c4e655d3ccae22ed78afaea;market for inorganic nitrogen fertiliser, as N;SSP1-PkBudg500-2040;inorganic nitrogen fertiliser, as N;kilogram;RoW;;1610;Support activities for crop production;34610;Mineral or chemical fertilizers, nitrogenous;Chemical;Chemical products
;5f9233ac392a35f08eff9e3aaa1bed12;market for diethylene glycol;SSP1-PkBudg500-2040;diethylene glycol;kilogram;GLO;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
;6c7dbe385af932d9beaf7bec1e1acb84;market for bisphenol A, powder;SSP1-PkBudg500-2040;bisphenol A, powder;kilogram;GLO;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
;cd4895fccf44c9734e7e6047e59e5e32;market for potassium sulfate;SSP1-PkBudg500-2040;potassium sulfate;kilogram;RoW;;20120;Manufacture of fertilizers and nitrogen compounds;34632;Potassium sulphate (sulphate of potash);Chemical;Chemical products
;8d2681c5aa28f9f3a2309534fc2ced70;market for ferrochromium, high-carbon, 55% Cr;SSP1-PkBudg500-2040;ferrochromium, high-carbon, 55% Cr;kilogram;GLO;;24100;Manufacture of basic iron and steel;41113;Ferro-chromium;MetalAlloy;Basic metals & alloys, their semi-finished products
;1ba83ac75fcbff697148c7fd60a4c4da;market for water discharge from petroleum extraction, offshore;SSP1-PkBudg500-2040;water discharge from petroleum extraction, offshore;kilogram;GLO;;6100;Extraction of crude petroleum;39920;Sewage sludge;AgriForeAnim;Agricultural & forestry products
;19ba82dbb118b9ee29465698402c27ec;market for alkyl sulphate (C12-14);SSP1-PkBudg500-2040;alkyl sulphate (C12-14);kilogram;GLO;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
;079c76af7a1f3a8cc4b6eea34ca9b1dc;market for pulpwood, softwood, measured as solid wood under bark;SSP1-PkBudg500-2040;pulpwood, softwood, measured as solid wood under bark;cubic meter;RoW;;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
;01d59f12e272b87bf58589cdb975fe97;market for alfalfa-grass silage;SSP1-PkBudg500-2040;alfalfa-grass silage;kilogram;GLO;;1190;Growing of other non-perennial crops;1912;Alfalfa for forage and silage;AgriForeAnim;Agricultural & forestry products
;232ec32a22884075e0bdb3821c15aa6e;market for cathode, for aluminium electrolysis;SSP1-PkBudg500-2040;cathode, for aluminium electrolysis;kilogram;GLO;;27900;Manufacture of other electrical equipment;46000;Electrical machinery and apparatus;MachElecTrans;Metal/electronic equipments & parts
;136faafd9398fb964e1055efc004ec9a;market for sodium dithionite, anhydrous;SSP1-PkBudg500-2040;sodium dithionite, anhydrous;kilogram;RoW;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;60af5b6fbea08a2700a496dbba637623;market for computer, laptop;SSP1-PkBudg500-2040;computer, laptop;unit;GLO;;26200;Manufacture of computers and peripheral equipment;45220;Portable automatic data processing machines weighing not more than 10 kg, such as laptops, notebooks and sub-n[…];MachElecTrans;Metal/electronic equipments & parts
;7eba4555668563087546d146e049957d;market for cement, unspecified;SSP1-PkBudg500-2040;cement, unspecified;kilogram;RoW;;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
;8f7d47730da3b998355ae79a82610c7b;market for cork, raw;SSP1-PkBudg500-2040;cork, raw;kilogram;RoW;;2300;Gathering of non-wood forest products;3220;Natural cork, raw or simply prepared;AgriForeAnim;Agricultural & forestry products
;2a50dedb7279fa6099f6e8db81749868;market for grass seed, Swiss integrated production, at farm;SSP1-PkBudg500-2040;grass seed, Swiss integrated production, at farm;kilogram;GLO;;1190;Growing of other non-perennial crops;1940;Beet seeds (excluding sugar beet seeds) and seeds of forage plants;AgriForeAnim;Agricultural & forestry products
;735ed83b260790bd631709fa25591669;market for furnace, wood chips, hardwood storage area, 1000kW;SSP1-PkBudg500-2040;furnace, wood chips, hardwood storage area, 1000kW;unit;GLO;;28150;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments & parts
;46521ef24001d33fd5fd7382e293b6cf;market for textile, woven cotton;SSP1-PkBudg500-2040;textile, woven cotton;kilogram;GLO;;13120;Weaving of textiles;26600;Woven fabrics (except special fabrics) of cotton;ProcBio;Textile
;be33116d9801dd9e6a161a7f97be15c4;market for clover seed, Swiss integrated production, at farm;SSP1-PkBudg500-2040;clover seed, Swiss integrated production, at farm;kilogram;GLO;;1190;Growing of other non-perennial crops;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
